key,Section,Tab,Subtab,Area,Row,Col,Unit,Desc,value
Filnavn_HydrogenExport,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen Export,Change Distribution,Distribution file,,const.txt
Filnavn_HydrogenImport,Supply,Liquid and Gas Fuels,Hydrogen,Electrolysers,Hydrogen Import,Change Distribution,Distribution file,,const.txt
Input_CSP_Solar,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Annual solar thermal input,MW,,3011
Filnavn_CSP,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Annual solar thermal input [Distribution],Distribution file,,d318.txt
Input_CSP_Power_cap,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Power capacity,MW-e,,3013
Input_CSP_Power_eff,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Power efficiency,Fraction,,0.3013
input_CSP_stab_share,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Stabilisation share,Fraction,,0.3014
Input_CSP_Storage_cap,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Storage capacity,GWh,,3012
Input_CSP_Storage_eff,Supply,Variable Renewable Electricity,,Concentrated Solar Power,CSP,Storage efficiency (losses),Fraction,,0.3012
input_RES1_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 1,Capacity,MW,,3001
Filnavn_wave,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 1,Change Distribution,Distribution file,,d311.txt
input_RES1_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 1,Correction Factor,Fraction,,0.3011
input_RES1_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 1,Stabilisation share,Fraction,,0.3001
input_RES2_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 2,Capacity,MW,,3002
Filnavn_wind,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 2,Change Distribution,Distribution file,,d312.txt
input_RES2_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 2,Correction Factor,Fraction,,0.3012
input_RES2_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 2,Stabilisation share,Fraction,,0.3002
input_RES3_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 3,Capacity,MW,,0
Filnavn_pv,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 3,Change Distribution,Distribution file,,d313.txt
input_RES3_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 3,Correction Factor,Fraction,,0
input_RES3_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 3,Stabilisation share,Fraction,,0
input_RES4_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 4,Capacity,MW,,0
Filnavn_RES4,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 4,Change Distribution,Distribution file,,d314.txt
input_RES4_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 4,Correction Factor,Fraction,,0
input_RES4_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 4,Stabilisation share,Fraction,,0
input_RES5_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 5,Capacity,MW,,0
Filnavn_RES5,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 5,Change Distribution,Distribution file,,d315.txt
input_RES5_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 5,Correction Factor,Fraction,,0
input_RES5_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 5,Stabilisation share,Fraction,,0
input_RES6_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 6,Capacity,MW,,0
Filnavn_RES6,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 6,Change Distribution,Distribution file,,d316.txt
input_RES6_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 6,Correction Factor,Fraction,,0
input_RES6_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 6,Stabilisation share,Fraction,,0
input_RES7_capacity,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 7,Capacity,MW,,0
Filnavn_RES7,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 7,Change Distribution,Distribution file,,d317.txt
input_RES7_factor,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 7,Correction Factor,Fraction,,0
input_RES7_stab_share,Supply,Variable Renewable Electricity,,Variable Renewable Electricity,RES 7,Stabilisation share,Fraction,,0
input_Waste2_eff_th_geo,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,DH Production Efficiency,Fraction,,0.01061
input_Waste2_eff_el_geo,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,Electricity production Efficiency,Fraction,,0.01071
input_Waste2_cop_GeoHP_steam,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,Heat Pump (CHP) COP,Ratio,,0.01091
input_Waste2_cop_GeoHP_steamstorage,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,Heat Pump on steam from storage COP,Fraction,,0.01111
input_Waste2_loss_steamstorage,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,Steam Storage Loss (%),Fraction,,0.01101
input_Waste2_eff_steam,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,Steam for Heat Pump Efficiency,Fraction,,0.01081
input_Waste2_cap_steamstorage,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 2,Steam storage,GWh,,1011
input_Waste3_eff_th_geo,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,DH Production Efficiency,Fraction,,0.01062
input_Waste3_eff_el_geo,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,Electricity production Efficiency,Fraction,,0.01072
input_Waste3_cop_GeoHP_steam,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,Heat Pump (CHP) COP,Ratio,,0.01092
input_Waste3_cop_GeoHP_steamstorage,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,Heat Pump on steam from storage COP,Fraction,,0.01112
input_Waste3_loss_steamstorage,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,Steam Storage Loss (%),Fraction,,0.01102
input_Waste3_eff_steam,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,Steam for Heat Pump Efficiency,Fraction,,0.01082
input_Waste3_cap_steamstorage,Supply,Waste,,Geothermal operating by absorption heat pump on steam from waste CHP plants,Group 3,Steam storage,GWh,,1012
Filnavn_waste,Supply,Waste,,Waste Incineration,Distribution of Waste,Change Distribution,Distribution file,,d1111.txt
input_Waste1_Eff_biofuelCHP,Supply,Waste,,Waste Incineration,Group 1,Biofuel CHP-Boiler Efficiency,Fraction,,0.01031
input_Waste1_Eff_biofueltrans,Supply,Waste,,Waste Incineration,Group 1,Biofuel Transportation Efficiency,Fraction,,0.01021
input_Waste1_Eff_th,Supply,Waste,,Waste Incineration,Group 1,DH Production Efficiency,Fraction,,0.01001
input_Waste1_Eff_el,Supply,Waste,,Waste Incineration,Group 1,Electricity production Efficiency,Fraction,,0.01011
input_Waste1_price_various,Supply,Waste,,Waste Incineration,Group 1,Income from Various*,Price/TWh,,0.01051
input_Waste1_Eff_various,Supply,Waste,,Waste Incineration,Group 1,Various (Food etc.),Fraction,,0.01041
input_Waste1_Waste,Supply,Waste,,Waste Incineration,Group 1,Waste input,TWh/year,,1001
input_Waste2_Eff_biofuelCHP,Supply,Waste,,Waste Incineration,Group 2,Biofuel CHP-Boiler Efficiency,Fraction,,0.01032
input_Waste2_Eff_biofueltrans,Supply,Waste,,Waste Incineration,Group 2,Biofuel Transportation Efficiency,Fraction,,0.01022
input_Waste2_Eff_th,Supply,Waste,,Waste Incineration,Group 2,DH Production Efficiency,Fraction,,0.01002
input_Waste2_Eff_el,Supply,Waste,,Waste Incineration,Group 2,Electricity production Efficiency,Fraction,,0.01012
input_Waste2_price_various,Supply,Waste,,Waste Incineration,Group 2,Income from Various*,Price/TWh,,0.01052
input_Waste2_Eff_various,Supply,Waste,,Waste Incineration,Group 2,Various (Food etc.),Fraction,,0.01042
input_Waste2_Waste,Supply,Waste,,Waste Incineration,Group 2,Waste input,TWh/year,,1002
input_Waste3_Eff_biofuelCHP,Supply,Waste,,Waste Incineration,Group 3,Biofuel CHP-Boiler Efficiency,Fraction,,0.01033
input_Waste3_Eff_biofueltrans,Supply,Waste,,Waste Incineration,Group 3,Biofuel Transportation Efficiency,Fraction,,0.01023
input_Waste3_Eff_th,Supply,Waste,,Waste Incineration,Group 3,DH Production Efficiency,Fraction,,0.01003
input_Waste3_Eff_el,Supply,Waste,,Waste Incineration,Group 3,Electricity production Efficiency,Fraction,,0.01013
input_Waste3_price_various,Supply,Waste,,Waste Incineration,Group 3,Income from Various*,Price/TWh,,0.01053
input_Waste3_Eff_various,Supply,Waste,,Waste Incineration,Group 3,Various (Food etc.),Fraction,,0.01043
input_Waste3_Waste,Supply,Waste,,Waste Incineration,Group 3,Waste input,TWh/year,,1003
 input_FOM_CHP2,Cost,Investment and Fixed OM,Heat and Electricity,-,Small CHP units,Fixed OM,% Investment,,1.03
 input_FOM_CHP3,Cost,Investment and Fixed OM,Heat and Electricity,-,Large CHP units,Fixed OM,% Investment,,1.06
 input_FOM_HP2,Cost,Investment and Fixed OM,Heat and Electricity,-,Heat Pump Group 2,Fixed OM,% Investment,,1.18
 input_FOM_HP3,Cost,Investment and Fixed OM,Heat and Electricity,-,Heat Pump Group 3,Fixed OM,% Investment,,1.21
 input_FOM_Heatstorage2,Cost,Investment and Fixed OM,Heat and Electricity,-,Heat Storage CHP,Fixed OM,% Investment,,1.09
 input_FOM_Heatstorage3,Cost,Investment and Fixed OM,Renewable Energy,-,CSP Solar Power,Fixed OM,% Investment,,2.42
Button_WasteVar,,,,,,,,,Average
CHP_gridstab_priority,,,,,,,,,false
CapacityUnit,,,,,,,,,MW
EmissionUnit,,,,,,,,,Mt
EnergyUnit,,,,,,,,,TWh/year
ExcessHeatToSolarStorage,,,,,,,,,False
Filnavn_cooling_demand,,,,,,,,,Hour_distr-heat.txt
Filnavn_cooling_netloss,,,,,,,,,const.txt
Filnavn_naturalcooling_demand,,,,,,,,,Hour_distr-heat.txt
Filnavn_prices,Cost,External Electricity Market,-,External Electricity Market Definition,Price Distribution,,Distribution,,Hour_nordpool.txt
HydrogenImportCost,Cost,Fuel,-,Fuel Price,Hydrogen Import,-,Currency/Energy,,888
Input_BiogasElt_DHgr2_Share,,,,,,,,,0
Input_BiogasElt_DHgr3_Share,,,,,,,,,0.05
Input_BiomassElt_DHgr2_Share,,,,,,,,,0
Input_BiomassElt_DHgr3_Share,,,,,,,,,0.05
Input_Button_Biomass,,,,,,,,,Variable
Input_Button_Coal,,,,,,,,,Variable
Input_Button_IndvHPStorage,,,,,,,,,Active
Input_Button_Ngas,,,,,,,,,Variable
Input_Button_Price,,,,,,,,,No
Input_Button_PumpHydro,,,,,,,,,No
Input_Button_oil,,,,,,,,,Variable
Input_CO2Elt_DHgr2_Share,,,,,,,,,0
Input_CO2Elt_DHgr3_Share,,,,,,,,,0.05
Input_CO2HydroElectrolyserEff,,,,,,,,,0.73
Input_Cooling_DHgr1_Heatdemand,,,,,,,,,0
Input_Cooling_DHgr1_eff,,,,,,,,,2
Input_Cooling_DHgr2_Heatdemand,,,,,,,,,0
Input_Cooling_DHgr2_eff,,,,,,,,,2
Input_Cooling_DHgr3_Heatdemand,,,,,,,,,0
Input_Cooling_DHgr3_eff,,,,,,,,,2
Input_Cooling_el_demand,,,,,,,,,0
Input_Cooling_el_eff,,,,,,,,,2
Input_FOM_BioDiesel,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-Diesel plant,Fixed OM,% Investment,,3.15
Input_FOM_BioJP,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-JP plant,Fixed OM,% Investment,,3.21
Input_FOM_BioPetrol,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-Petrol plant,Fixed OM,% Investment,,3.18
Input_FOM_BiogasUpgrade,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Biogas Upgrade,Fixed OM,% Investment,,3.09
Input_FOM_CO2Hydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Carbon Recycling,Fixed OM,% Investment,,3.24
Input_FOM_CSP,Cost,Investment and Fixed OM,Renewable Energy,-,Geothermal Heat,Fixed OM,% Investment,,2.18
Input_FOM_Desalination,Cost,Investment and Fixed OM,Water,-,Desalination Plant,Fixed OM,% Investment,,7.03
Input_FOM_GasNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gas Storage,Fixed OM,% Investment,,3.54
Input_FOM_GasificationUpgrade,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gasification Upgrade,Fixed OM,% Investment,,3.12
Input_FOM_Interconnection,Cost,Investment and Fixed OM,Heat and Electricity,-,Interconnection,Fixed OM,% Investment,,1.39
Input_FOM_LiqHydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (CO2),Fixed OM,% Investment,,3.3
Input_FOM_LiqHydroBio,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (biomass),Fixed OM,% Investment,,3.36
Input_FOM_LiqMethan,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (biogas),Fixed OM,% Investment,,3.42
Input_FOM_MethanolNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanol Storage,Fixed OM,% Investment,,3.6
Input_FOM_N2_air,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Air Capture Unit (N2),Fixed OM,% Investment,,3.63
Input_FOM_NH3,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Ammonia Production,Fixed OM,% Investment,,3.66
Input_FOM_OilNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Oil Storage,Fixed OM,% Investment,,3.57
Input_FOM_SynFuel,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,JP Synthesis,Fixed OM,% Investment,,3.45
Input_FOM_SynFuelDiesel,,,,,,,,,0
Input_FOM_SynFuelPetrol,,,,,,,,,0
Input_FOM_SynHydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (CO2),Fixed OM,% Investment,,3.27
Input_FOM_SynHydroBio,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (biomass),Fixed OM,% Investment,,3.33
Input_FOM_SynMethan,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (biogas),Fixed OM,% Investment,,3.39
Input_FOM_Tidal,Cost,Investment and Fixed OM,Renewable Energy,-,Tidal Power,Fixed OM,% Investment,,2.15
Input_FOM_WaterStorage,Cost,Investment and Fixed OM,Water,-,Water Storage,Fixed OM,% Investment,,7.06
Input_FOM_geo_th,Cost,Investment and Fixed OM,Renewable Energy,-,Geothermal Electric,Fixed OM,% Investment,,2.36
Input_FOM_ind_CHP_elec,Cost,Investment and Fixed OM,Heat and Electricity,-,Industrial CHP Electr.,Fixed OM,% Investment,,1.6
Input_FOM_ind_CHP_heat,Cost,Investment and Fixed OM,Heat and Electricity,-,Industrial CHP Heat,Fixed OM,% Investment,,1.63
Input_FOM_ind_surplus_heat,Cost,Investment and Fixed OM,Renewable Energy,-,Industrial Excess Heat,Fixed OM,% Investment,,2.45
Input_FOM_transport_bicycles,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Bicycles,Fixed OM,% Investment,,5.04
Input_FOM_transport_conventional_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Conventional Cars,Fixed OM,% Investment,,5.16
Input_FOM_transport_diesel_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,Diesel Buses,Fixed OM,% Investment,,5.24
Input_FOM_transport_diesel_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,Diesel Trucks,Fixed OM,% Investment,,5.32
Input_FOM_transport_electric_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,DME Buses,Fixed OM,% Investment,,5.2
Input_FOM_transport_electric_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Electric Cars,Fixed OM,% Investment,,5.12
Input_FOM_transport_electric_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,DME Trucks,Fixed OM,% Investment,,5.28
Input_FOM_transport_motorbikes,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Motorbikes,Fixed OM,% Investment,,5.08
Input_FOM_transport_other_vehicles1,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_1,Fixed OM,% Investment,,6.04
Input_FOM_transport_other_vehicles2,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_2,Fixed OM,% Investment,,6.08
Input_FOM_transport_other_vehicles3,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_3,Fixed OM,% Investment,,6.12
Input_FOM_transport_other_vehicles4,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_4,Fixed OM,% Investment,,6.16
Input_FOM_transport_other_vehicles5,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_5,Fixed OM,% Investment,,6.2
Input_HeatPumpRegulation,,,,,,,,,1
Input_IncludeEB2,,,,,,,,,No
Input_IncludeEB3,,,,,,,,,No
Input_IndustryElt_DHgr2_Share,,,,,,,,,0
Input_IndustryElt_DHgr3_Share,,,,,,,,,0.05
Input_Inv_NH3,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Ammonia Production,Investment-per-Unit,Currency/Power,,3.64
Input_Inv_geo_th,Cost,Investment and Fixed OM,Renewable Energy,-,Geothermal Heat,Investment-per-Unit,Currency/Unit,,2.34
Input_Inv_ind_CHP_elec,Cost,Investment and Fixed OM,Heat and Electricity,-,Industrial CHP Electr.,Investment-per-Unit,Currency/Power,,1.58
Input_Inv_ind_CHP_heat,Cost,Investment and Fixed OM,Heat and Electricity,-,Industrial CHP Heat,Investment-per-Unit,Currency/Power,,1.61
Input_Inv_ind_surplus_heat,Cost,Investment and Fixed OM,Renewable Energy,-,Industrial Excess Heat,Investment-per-Unit,Currency/Unit,,2.43
Input_Inv_transport_bicycles,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Bicycles,Investment-per-Unit,Currency/Unit,,5.02
Input_Inv_transport_conventional_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Conventional Cars,Investment-per-Unit,Currency/Unit,,5.14
Input_Inv_transport_diesel_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,Diesel Buses,Investment-per-Unit,Currency/Unit,,5.22
Input_Inv_transport_diesel_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,Diesel Trucks,Investment-per-Unit,Currency/Unit,,5.3
Input_Inv_transport_electric_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,DME Buses,Investment-per-Unit,Currency/Unit,,5.18
Input_Inv_transport_electric_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Electric Cars,Investment-per-Unit,Currency/Unit,,5.1
Input_Inv_transport_electric_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,DME Trucks,Investment-per-Unit,Currency/Unit,,5.26
Input_Inv_transport_motorbikes,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Motorbikes,Investment-per-Unit,Currency/Unit,,5.06
Input_Inv_transport_other_vehicles1,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_1,Investment-per-Unit,Currency/Unit,,6.02
Input_Inv_transport_other_vehicles2,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_2,Investment-per-Unit,Currency/Unit,,6.06
Input_Inv_transport_other_vehicles3,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_3,Investment-per-Unit,Currency/Unit,,6.1
Input_Inv_transport_other_vehicles4,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_4,Investment-per-Unit,Currency/Unit,,6.14
Input_Inv_transport_other_vehicles5,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_5,Investment-per-Unit,Currency/Unit,,6.18
Input_NH3EltEff_fuel,,,,,,,,,0.73
Input_NH3Elt_DH2_share,,,,,,,,,0
Input_NH3Elt_DH3_share,,,,,,,,,0.05
Input_NaturalCooling_DHgr1,,,,,,,,,0
Input_NaturalCooling_DHgr2,,,,,,,,,0
Input_NaturalCooling_DHgr3,,,,,,,,,0
Input_Period_BioDiesel,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-Diesel plant,Period,Years,,3
Input_Period_BioJP,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-JP plant,Period,Years,,3
Input_Period_BioPetrol,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Bio-Petrol plant,Period,Years,,3
Input_Period_BiogasUpgrade,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Biogas Upgrade,Period,Years,,3
Input_Period_CO2Hydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Carbon Recycling,Period,Years,,3
Input_Period_CSP,Cost,Investment and Fixed OM,Renewable Energy,-,CSP Solar Power,Period,Years,,2
Input_Period_Desalination,Cost,Investment and Fixed OM,Water,-,Desalination Plant,Period,Years,,7
Input_Period_GasNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gas Storage,Period,Years,,3
Input_Period_GasificationUpgrade,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Gasification Upgrade,Period,Years,,3
Input_Period_Interconnection,Cost,Investment and Fixed OM,Heat and Electricity,-,Interconnection,Period,Years,,1
Input_Period_LiqHydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Liquid Fuel synth (CO2),Period,Years,,3
Input_Period_MethanolNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanol Storage,Period,Years,,3
Input_Period_N2_air,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Air Capture Unit (N2),Period,Years,,3
Input_Period_NH3,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Ammonia Production,Period,Years,,3
Input_Period_OilNetStorage,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Oil Storage,Period,Years,,3
Input_Period_SynFuel,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,JP Synthesis,Period,Years,,3
Input_Period_SynHydro,Cost,Investment and Fixed OM,Liquid and Gas Fuels,-,Methanation (CO2),Period,Years,,3
Input_Period_Tidal,Cost,Investment and Fixed OM,Renewable Energy,-,Tidal Power,Period,Years,,2
Input_Period_WaterStorage,Cost,Investment and Fixed OM,Water,-,Water Storage,Period,Years,,7
Input_Period_geo_th,Cost,Investment and Fixed OM,Renewable Energy,-,Geothermal Heat,Period,Years,,2
Input_Period_ind_CHP_elec,Cost,Investment and Fixed OM,Heat and Electricity,-,Industrial CHP Electr.,Period,Years,,1
Input_Period_ind_CHP_heat,Cost,Investment and Fixed OM,Heat and Electricity,-,Industrial CHP Heat,Period,Years,,1
Input_Period_ind_surplus_heat,Cost,Investment and Fixed OM,Renewable Energy,-,Industrial Excess Heat,Period,Years,,2
Input_Period_transport_bicycles,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Bicycles,Period,Years,,5
Input_Period_transport_conventional_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Conventional Cars,Period,Years,,5
Input_Period_transport_diesel_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,Diesel Buses,Period,Years,,5
Input_Period_transport_diesel_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,Diesel Trucks,Period,Years,,5
Input_Period_transport_electric_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,DME Buses,Period,Years,,5
Input_Period_transport_electric_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Electric Cars,Period,Years,,5
Input_Period_transport_electric_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,DME Trucks,Period,Years,,5
Input_Period_transport_motorbikes,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Motorbikes,Period,Years,,5
Input_Period_transport_other_vehicles1,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_1,Period,Years,,6
Input_Period_transport_other_vehicles2,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_2,Period,Years,,6
Input_Period_transport_other_vehicles3,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_3,Period,Years,,6
Input_Period_transport_other_vehicles4,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_4,Period,Years,,6
Input_Period_transport_other_vehicles5,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_5,Period,Years,,6
Input_RESZeroOrNegativePrices,,,,,,,,,2
Input_Size_transport_bicycles,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Bicycles,,,,11
Input_Size_transport_conventional_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Conventional Cars,,,,11
Input_Size_transport_diesel_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,Diesel Buses,,,,11
Input_Size_transport_diesel_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,Diesel Trucks,,,,11
Input_Size_transport_electric_busses,Cost,Investment and Fixed OM,Road Vehicles,Buses,DME Buses,,,,11
Input_Size_transport_electric_cars,Cost,Investment and Fixed OM,Road Vehicles,Cars,Electric Cars,,,,11
Input_Size_transport_electric_trucks,Cost,Investment and Fixed OM,Road Vehicles,Trucks,DME Trucks,,,,11
Input_Size_transport_motorbikes,Cost,Investment and Fixed OM,Road Vehicles,Bikes,Motorbikes,,,,11
Input_Size_transport_other_vehicles1,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_1,,,,11
Input_Size_transport_other_vehicles2,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_2,,,,11
Input_Size_transport_other_vehicles3,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_3,,,,11
Input_Size_transport_other_vehicles4,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_4,,,,11
Input_Size_transport_other_vehicles5,Cost,Investment and Fixed OM,Other Vehicles,-,Other_Vehicles_5,,,,11
Input_SynHydro_MaxCapacity,,,,,,,,,0
Input_SynMethan_MaxCapacity,,,,,,,,,0
Input_Tax_cars_indv,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Electric Cars,Individual Houses,,,62
Input_Tax_eh_dh,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Electric Heating,DH Systems,,,31
Input_Tax_eh_indv,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Electric Heating,Individual Houses,,,32
Input_Tax_elt_dh,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Electrolysers,DH Systems,,,51
Input_Tax_elt_indv,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Electrolysers,,,,52
Input_Tax_hp_dh,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Heat Pumps,DH Systems,,,41
Input_Tax_hp_indv,Cost,Fuel,-,Taxes on Electricity for Energy Conversion,Heat Pumps,,,,42
Input_ThermalStorageRegulationGr2,,,,,,,,,Weekly
Input_ThermalStorageRegulationGr3,,,,,,,,,Weekly
Input_V2GRegulation,,,,,,,,,1
Input_V2G_Hydro_Priotization,,,,,,,,,1
Input_V2G_TechnicalRegulation,,,,,,,,,1
