"10.Smashing Stereotypes: Join 5 teens as they shatter societal and cultural stereotypes while pursuing unconventional professions like being a pro-gaming streamer,a drag artist or an independent filmmaker.Their witty comeback lines,you will laugh out loud!",,,
"1. ""The Nighttime Adventures of the Grumbling Kids"" – Each book follows a group of kids as they complain about different things keeping them away from their parents, but through their adventures they learn new ways to connect with each other and with their families.",,,
"2. ""Parent Trap Chronicles"" - Twins Lucy and Leo are always trying to find ways to bring their separated parents back together, leading to hilariously inventive schemes.",,,
"3. ""Family Bonding Mishaps"" – A series following siblings who constantly bicker over mundane issues until something crazy happens that forces them to come together as a family.",,,
"4. ""Clash of the Generations Holidays"" – The grandparents have one way of celebrating holidays while the kids have another; chaos ensues until they figure out how to combine both.",,,
"5. ""Sleepover Shenanigans"" – Three friends struggle with sleepovers when one is afraid of ghosts, another has terrible night terrors, and the last constantly hogs all the blankets",,,
6. “Weekend Warriors”- Four best friends spend every weekend finding quirky ways around strict house rules like bedtimes or screen time limitations,,,
7. “Siblings vs Parents: Battleground Home”- Two brothers and two sisters get creative in fighting against overly protective parents by enlisting unusual allies (like pets) or creating clever distractions ,,,
8.“Superhero Saturdays at Home “ - Every Saturday at home turns into an epic superhero mission for three siblings who must save imaginary cities from monsters invading via ordinary household objects ,,,
"9.""Ruling at Recess""- A trio navigate school politics and rule-making by using unconventional tactics such as banding together unlikely groups like teacher's pets with some playground rebels  ",,,
"10.""Bedtime Therapy Session""- Three friends call up each other before bedtime every day exchanging hilarious stories about why they loathe particular rules or chores assigned by their families followed by brainstormed solutions",,,
Error: json() got an unexpected keyword argument 'collapse',,,
"1. ""The Bedtime Battle"" series: A tale of a headstrong child who refuses to sleep until her parents agree to let her watch TV for five more minutes each night.",,,
"2. ""Mommy, Please Stay!"" series: An empathetic story about a little boy who struggles with the concept of bedtime and desperately clings to his mother's side as she tries to leave him alone in his room.",,,
"3. ""Don't Make Me Go To Bed!"" series: A funny insight into the stubborn mind of a child who will do whatever it takes – including staging elaborate schemes – to delay going to bed.",,,
"4. ""No More Naps!"" series: An offbeat take on how kids hate being forced by their parents to take naps when they aren't feeling sleepy at all.",,,
"5. ""I Want To Sleep With You!"" series: As quirky and snarky as they come, this book follows a precocious little girl who thinks sleepovers should be an everyday affair… even if that means sharing the bed with Mom and Dad!",,,
"6. ""Bedtime Monster"" series: Another highly formulaic tale featuring a nocturnal creature that visits children at night, but funny enough for kids (and adults!) alike to never get tired of reading it again and again.",,,
"7. ""The Longest Goodnight"" series: A poignant exploration of separation anxiety through the eyes of a kid whose imagination goes wild after saying goodnight without realizing tomorrow is never guaranteed for anyone.",,,
"8. ""Sleepwalking Chronicles"": In this weird yet engaging story arc, we follow two siblings trying to outdo each other in ever-more-intricate sleepwalking pranks involving missing objects from around their house or neighborhood!",,,
"9. ""Late-Night Sneak-Outs"": For those school-age readers already yearning for independence, follow along as our clever protagonist creates diabolical plans during multiple attempts at sneaking out past their parents to stay up way too late.",,,
"10. ""Bedtime Stories for Rebels"": Tired of sugarcoating the truth about bedtime routines, this snappy retelling of classic tales like Cinderella and Sleeping Beauty flips our beloved princesses' narratives on their head – with plenty of sass and legitimate arguments against being sent to bed before they're ready.",,,
"1. ""The Bedtime Adventures of the Separation Squad"". Follow a group of kids as they create hilarious schemes to trick their parents into staying with them at bedtime.",,,
"2. ""No More Goodnights"". When a young girl realizes that saying goodnight means her parents will leave the room, she decides to take matters into her own hands and explore all sorts of shenanigans in the middle of the night.",,,
"3. ""My Parents Live Under My Bed"". After hearing rumors about monsters living under his bed, a boy discovers something even worse: his parents have been sneaking down there every night!",,,
"4. ""Mommy? Daddy? No Thanks!."" In this comedic series, children reject their overbearing parents in favor of hanging out with robots or fictional characters who never move on from childhood (think Peter Pan and Winnie-the-Pooh).",,,
"5. ""Sleeping 101: A Child's Guide To Training Their Parents"". Sick of being told when to go to sleep? These kids have come up with expert tactics that will guarantee their parents stick around until they're snoring.",,,
"6. ""Pillow Talk With The Rebel Rascals!"". Every kid has broken the rules at least once by staying up too late after lights-out...but what happens when you assemble these little rule-breakers for an underground forum where misbehavior is encouraged?",,,
"7. ""Bedtime Battles & Breakthroughs"" - Join our main character as he struggles through different obstacles trying desperately to avoid falling asleep before both Mom and Dad tucks him in bed!",,,
"8. “What’s That Noise?” – When strange sounds start happening during bedtime routines, three siblings band together to investigate if it might be aliens instead of complete silence keeping them wide awake.",,,
9. “Sneaky Snacks” – It’s always snack time somewhere… but not when your mom or dad insist you need nothing more than sweet dreams before bedtime. Watch as these kids try ingenious ways to sneak their favorite midnight snacks under the blankets.,,,
"10. “The Great Sleepover” – In this series, an entire neighborhood of children band together for a night-long slumber party with one simple goal: never letting parents separate them ever again!",,,
"1. ""The Parent Trap Chronicles"": A young girl and her mischievous friends team up to come up with elaborate schemes to reunite their parents, who they believe are being kept apart by a sinister force. ",,,
"2. ""The Great Kid Rebellion"": Children from all over the world band together to launch an international revolt against their parents' petty rules and regulations, leading to hilarious mishaps and heartfelt moments of understanding. ",,,
"3. ""Bedtime Battles"": Each chapter follows a different child's bedtime dilemma, ranging from scary monsters under the bed to stubborn refusal to brush teeth, while imaginative solutions are crafted with humor and empathy.",,,
"4. ""Grown Ups? More Like Grouch-Ups!"": A group of kids start a secret club where they can complain about every little thing their parents do that drives them crazy, but soon discover that in doing so they're also learning valuable lessons about love and forgiveness.",,,
"5. ""Family Freakout Frenzy"": After discovering that their family has some truly bizarre quirks - like collecting toenail clippings or refusing to eat anything green - one adventurous kid sets out on a mission to uncover the secrets at the root of these odd habits.",,,
"6."" The Misadventures of Mommy's Little Monsters "": Follows two siblings as they get into various kinds troubles around house from accidentally putting plastic toy down toilet bowel or trying shoes polish for shaving cream which will make you feel nostalgic yet appreciative being parent.",,,
"7.""No Way Parents Day"" chronicled humorous events happening during annual day when children took control over household responsibilities resulting in slapstick fun mayhem galore & plenty parental received ego blows too.",,,
"8.""Super Secret Stay-Up Society"" When a group of kids discovers that staying up past bedtime offers opportunities for adventure never before imagined--including daring missions (to retrieve found property) whether it is mom's earrings swallowed by youngest sibling-their hearts plot grows braver every night.",,,
"9.""My Parents Can't Even"": The story of Tasha's struggle with coming to terms with her too-cool-for-school parents, who seem completely uninterested in her life and dreams. Their journey culminates in a dramatic showdown at school science fair where unexpected (and laugh out loud) things happen.",,,
"10. ""The Parenting Chronicles"": Written by insightful Amazonian warrior queen Anabell Pelequin covering everything from when parents have favorited child making everyone else miserable,to finding an entire family socializing like they've never done before -",,,
"1. ""The Great Divide"": Follow a group of kids who decide to build a bridge that will connect their side of the neighborhood with their parent's side, but end up facing hilarious obstacles along the way.",,,
"2. ""Mommy’s in Mars! And Daddy Bugs Me"": In this sci-fi bedtime series, children are sent on a space mission to find and rescue their parents who got abducted by aliens--only to discover they've been living it up without them!",,,
"3. ""Hey Mom, Can You Hear Me Now?"" Chronicling the adventures of four siblings desperate for one-on-one attention from phone addicted parents, until one day they devise an elaborate scheme that forces them off all technology… ",,,
4. “Three Trees”: A surreal fable where three trees talk light-heartedly about life while sheltering animals beneath them - as each tree gets cut down and turned into something new by humans taking what they need from nature.,,,
5. “Parent Swap”: A comedy following two families with opposing parenting styles- stuck at summer camp together after a cosmic mishap sees both sets of parents waking up swapped inside each other's bodies!,,,
"6. “Mum vs Dad: The Living Room Wars”: A reality show series showcasing an epic sibling battle for dominance on Netflix; judges comedic style, negotiation skills on screen charisma and creative gamesmanship used in securing 'prime-time' video game slots...",,,
7.”Boring Grandparents Discover Snapchat!”: when boring grandparents come over more often than exciting ones do.This amusing series follows how these social media neophytes remain relevant while trying out new phone apps like TikTok hilariously inappropriate hashtags…,,,
8.“Surviving Siblings Tour Travel Plinasium Park”: Framed as a travelogue - imagine three siblings going through every ride possible at countless theme parks across America during holidays vacations,,,
9.“Paw Paw Misadventures” - A picture book adventure around wacky inventions made by her granddad. Each book includes detailed illustrations showcasing various mishaps and calamities that happen when things go wrong with his inventions,,,
"10.“The Alien Next Door vs The Mothership Official Report Compilation”: Compiled from hundreds of fun UFO sighting reports, twelve-year-old Derek keeps the town updated on strange occurrences as better and friendly experiences make life in small-town USA infinitely wackier!",,,
"1. ""The Battle of the Bedtime Blues"": A series about a group of kids who battle against their parents' early bedtime rule, using all sorts of creative methods to stay up late.",,,
"2. ""Mom and Dad vs The Xbox"": A comedic take on how children's passion for video games can create competition between them and their parents.",,,
"3. ""Battling Against Broccoli"": A fun-filled book series that speaks to picky eaters around the world – helping them see the healthy side in fruits and veggies.",,,
"4. ""Campaigning Against Chores"": This book features kids attempting to overthrow chore duty by presenting arguments on why they should be exempt from household tasks.",,,
"5. ""Mission: Ditch Family Time"": Follows a duo of clever kiddos as they embark on schemes to escape cherished family activities like board game night or movie night at home.",,,
"6. ""Detention Forever!"": An exaggerated account where misbehaving children scheme ways out of punishments while dreaming up imaginative revenge pranks against parental authority figures!",,,
"7. “Revolution for Rights”: This darkly funny series explores social issues such as curfews, restrictions, and stodgy rules through a revolutionary tale woven among young readers everywhere",,,
8. “Whine Wars”: Takes place in a sardonic world full of battle-hardened schoolchildren struggling with small things like sharing toys/kid-fighting over handicaps - showcasing hilarious acts-of-war scenarios until peaceful resolution is found!,,,
9 .“Naptime Neglect Troubles”: What happens when tired toddlers don't get enough sleep? Our young protagonists explore every possible trick that ensures an extended waking time; rousing humorous discussion regarding parenting-brain farts along-the-way!,,,
10 .“Bedtime Strikes Back!” Supposing there was no sleeping pattern – ever?! Introducing ‘Bed-time Revolution’ featuring animated parodies about sleepy-headed tykes trying futile escapes just because they can!,,,
"1. ""Not Fair, Mom and Dad!"" - A series where different kids each complain about the unfairness of being shorter than their parents, not getting to stay up late like adults, and more parental injustices.",,,
"2. ""Too Much Screen Time"" - A recurring character named Tucker struggles with getting off his tablet and dealing with his overbearing tech-addicted parents who won't let him outside to play.",,,
"3. ""Bedtime Battles"" - Each book in this series follows a different child as they try various tactics to avoid going to bed on time only for their parents' unbreakable rules ultimately winning out.",,,
"4. ""The Great Clean-Up War"" - In this humorous take on cleaning without end or appreciation, siblings Jack and Josie team up (reluctantly) against their messy family home despite knowing it'll all be undone within hours anyway.",,,
"5. ""Spaghetti Night Struggles"" - Meals can also be a point of contention between children & grownups; Timmy just wants pasta every night but instead faces healthy alternatives he doesn't share an appetite for!",,,
6. “Just because you’re older does NOT mean you know everything”- This series showcases the discrepancy between the expertise bestowed upon adults yet children may feel surprisingly underserved by said knowledge in a world that's changing so rapidly they know things too!,,,
7. “Lost in Translation Parents Edition: Middle School Blues”- Pre-teens Olivia & Carlos wish that there was some sort of adult-to-tween Rosetta Stone translation guide after desperately trying to decipher what their mom means when she asks if they ‘had fun’ at school today –only by mentioning tests or exams!,,,
"8.""Why Can’t I Drive Already?"" – By describing her bumpy ride towards becoming road-ready learners who cannot resist reminding grownups that back then driving age was significantly lower…why hold them back?",,,
9.”Mom/Dad’s Gene Pool = My Gene Disadvantage”- In a book that is equal parts serious and satirical sees Casey recount their efforts to navigate life with the disadvantages he or she inherited from both parents’ gene pools.,,,
"10. “The Kids Table: Christmas Edition”- A chapter book collection where youngsters encounter everything they hate about holiday traditions, from forced interaction with distant relatives they barely know to less appealing culinary disasters at the kids’ table”.",,,
"1. ""The Separation Chronicles"": A series of stories focusing on kids' humorous and zany attempts to reconnect with their parents after being separated from them in various ways.",,,
"2. ""Unhinged at Home"": A bedtime book that explores the wild antics children get up to when they feel disconnected from their parents, showcasing how imagination can serve as a respite in times of separation.",,,
"3. ""Family Ties Frayed"": The adventures of two siblings dreaming up creative ways to stay connected despite mounting distance between them and their constantly busy parents.",,,
"4. ""In Search of Mom's Attention"" - A hilarious collection of short stories chronicling the many silly (and often misguided) antics children come up with in a desperate attempt to grab mommy's attention when she seems too distracted or busy for them.",,,
"5. ""Knocked Off Course"": Featuring wacky misadventures triggered by unexpected barriers that leave kids feeling adrift without mom or dad by their side, this playful series emphasizes the importance of adaptability and staying optimistic during trying circumstances.",,,
"6. ""It Takes Two To Tango"" - Children learn an important lesson about communication through silly narratives highlighting how poor communication can lead misunderstandings, unnecessary anxiety, strife between parent(s), and other negative effects on familial dynamics.",,,
7. “A Bridge Over Troubled Waters”: This whimsical series is all about fun metaphors! It features a recalcitrant child who must build increasingly elaborate bridges over obstacles in order to reach her distant yet loving family members who are always on-the-go -- reflecting perhaps liminal spaces divorced couples may find themselves forced into as single parents co-parenting while living separate lifestyles/Jobs/Businesses etc,,,
"8.""Disconnected Disasters!"": Lighthearted tales centered around highly improbable but entertaining disasters such as alien invasions, volcanic eruptions or massive flood emergencies; reminding families that no matter what shape disaster might take – working together will always make a way out of difficult situations.",,,
"9. ""The Lone Ranger"": A series that looks at individual perspectives on separation; showing kids different points-of-view from characters such as military families, foster children or single parents to help children become more empathetic and patient with the people around them.",,,
"10. “Missed Connections” - Explores missed moments between parents and their little ones through vibrant illustrations and humorous poetry. These silly rhymes, paired with snappy anecdotes can teach important lessons about communication, respect for boundaries, being present in all familial relationships!",,,
"1. ""The Separation Solution"" - a series where each book features a different invention that helps kids feel closer to their parents, from virtual hugs to robot surrogate parents.",,,
"2. ""Mommy vs. the Aliens"" - an imaginative books series about moms who are secretly alien spies sent to Earth, and their kids must help them complete their missions before being caught by government agents.",,,
"3. ""Parent Swap"" - A hilarious series following families who exchange moms or dads for short periods of time, leading to unexpected adventures and chaos.",,,
"4. ""Undercover Parents"" - Kid detectives stumble upon a mysterious secret society of undercover parental spies protecting children across the globe in this thrilling spy kids novel series.",,,
"5. ""Family Vacation Catastrophes"" - Each book follows one family on vacation with comically disastrous results, from getting stranded on deserted islands during cruises or chased by bears in campgrounds.",,,
"6. ""Escape your Parent Traps!""- In this motivational self-help meets humor book series encourages kids everywhere how escape normal parent-child traps for more adventurous lives      (eg: picking up hobbies together).",,,
"7. ""#ParentsAreOverrated""- This snarky social media campaign turned e-book driven plotline models what happens when middle schoolers run rampant without adult supervision ",,,
"8.""Superhero Family Bonds""-In these action-packed books featuring #familygoals as premiere superheroes families (books all feature unique families) as they come together in one mega crossover adventure against daring villains",,,
"9."" Dinner Table Debates ""- Young readers learn etiquette basics through quirky dinner table stories –adventurous fights over broccoli aside!",,,
"10.""Shape-Shift Shopaholic Moms""- Follow superfashionable-but-overworked stay-at-home-moms juggle household responsibilities while keeping underground shape-shifting powers under wraps at first but soon realizing it’s better if they reveal themselves!!",,,
"1. ""The Switching Game"": Every time a young boy goes to bed, he wakes up as his mom and vice versa. Chaos ensues as they try to navigate each other's lives for a day.",,,
"2. ""Left Behind"": A group of siblings frequently get left behind at the grocery store or park by their scatterbrained parents. They must use their wits and teamwork to find their way back home.",,,
"3. ""The Babysitter Chronicles"": A collection of short stories from different kids' perspectives about the crazy antics they've experienced with different babysitters while Mom and Dad are away.",,,
"4. ""The Great Escape Artists"": Two mischievous siblings chronicle all of their attempts (successful and not so successful) to sneak out of the house after bedtime without getting caught.",,,
"5. ""Mommy Brain vs Kid Logic"": Each chapter features a debate between a harried mother who can't remember where she put her phone/wallet/keys/etc versus her witty child who offers logical solutions based on kid logic that don't quite work in real life.",,,
"6. ""Family Feud Files"": Sibling rivalries take center stage in this series featuring epic battles over toys, meals, bathroom time, car seats- you name it!",,,
"7. ""Bedtime Warriors"": In order to avoid bedtime, two imaginative siblings embark on wild adventures every night (slaying dragons, exploring space) until eventually falling asleep exhausted - only to repeat the cycle again tomorrow night!",,,
"8. ""House Rules "": An animated guidebook written by three highly opinionated siblings detailing all of the important rules that everyone under their roof must abide by (no running inside! Always ask politely for extra dessert!) ",,,
"9.""Parents Incorporated"" : When Mom and Dad go missing amidst an argument one evening , it is up to 3 brave children determined t rescue them from corporate America . Armed with Nerf guns , sibling banter & wits, resourcefulness and a badass attitude , they're master of their destiny .",,,
"10. ""Mystery Incognito"": A group of siblings try to uncover the truth about their parents' secret double lives - amateur country singers by night! Follow along as they keep trying to unravel clues in between bedtime drills .",,,
"1. ""The Adventures of Kid and Parent: A Journey to Understanding Each Other's Worlds""",,,
"2. ""Parent vs Kid: The Ultimate Battle for the TV Remote - And Other Domestic Wars""",,,
"3. ""Dear Diary, Mom Took My Phone Away!: A Troubled Tween's Guide to Life in the Modern World""",,,
"4. ""Go to Sleep! (Or Don't): Stories from a Household at War with Bedtime Rules""",,,
"5. ""Kid Problems 101: When Your Parents Just Don't Understand You""",,,
"6. ""Partners in Crime? Tales of Kids and Their Unconventional Parental Relationships""",,,
"7. ""Growing Up Together: How One Family Learns to Laugh Through Life's Toughest Challenges"" ",,,
8. “Foes Turned Friends Forever: Siblings learning how not just survive each other but thrive”,,,
9.'Experiments With Mother' depicts children experimenting on their moms without them knowing.,,,
"10.""Naughty Noodle and Parent Playpen"": Zany adventures abounding as Naughy is always thwarting parent Patsy whose plans never ever go accordingly",,,
"The series is about a group of suburban moms who form a book club and get into all sorts of hilarious shenanigans, from charity bake sales gone wrong to neighborhood gossip that leads to unexpected revelations. Each book focuses on one member's story, but the characters are interconnected throughout the series. ",complain-things-about-913,,
"1) ""Club Chronicles""- A book series that follows five women in their 40s as they bond over books and life experiences while navigating through daily challenges such as family drama and love affairs.",complain-things-about-913,,
"2) ""Page Turners & Wine Sippers"" - This humorous collection of stories highlights memorable moments experienced by five friends striving to find balance between their families’ needs, goals for self-care/adventure time with good reads!",complain-things-about-913,,
3) “Mommy’s Book Swap” - Five mothers come together once a month after dropping off their kids at school to exchange books that serve more than just literary purposes.,complain-things-about-913,,
4) “Bookish Babes Brigade”- Four mid-thirties’ bibliophiles attend monthly meetings devoted exclusively to discussing well-loved classics. But when tragedy strikes how will these ladies cope? ,complain-things-about-913,,
"5) ""Reading Between the Wines"" - A light-hearted yet meaningful portrayal on how sharing exciting literature can help mend broken hearts or inspire new beginnings.",complain-things-about-913,,
"6) “Wine & Dine Book Club""- Follow what would have started out as an innocent reading session turns into this group like no other where discussions around books often seep into topics about food! Find out why this gathering became famous among culinary enthusiasts too.",complain-things-about-913,,
"7)""Books 'N' Botox"" - Take your own journey with six quirky housewives who read-aloud pages during dermal fillers appointments .",complain-things-about-913,,
"8)""Lilith Library Ladies""-Perhaps most unique library-sitting experience offered anywhere! Join four unconventional retirees locked-in overnight within grounds awaiting librarian morning-retrieval!",complain-things-about-913,,
"9)""Yesteryear Yarns: Reimagined Classics""-These mamas are putting a twist on old-school books, reimagining such classics as ""Hamlet"" and finding new surprises along the way.",complain-things-about-913,,
10) “Better At The Books” - Follow these mothers as they form an unlikely book club that turns out to be more influential in their lives than they ever thought possible!,complain-things-about-913,,
"A young girl discovers a secret world filled with magical creatures and embarks on an adventure to save it from a powerful villain. Along the way, she makes new friends, learns important lessons, and discovers her own hidden talents.",about-them-894,,
1. The Chronicles of Elysia: A series about a group of children who are chosen to protect the magical world of Elysia from dark forces.,about-them-894,,
2. The Enchanted Forest Adventures: Follow the adventures of a brave young girl as she helps creatures in peril and battles villains in a mystical forest full of magic.,about-them-894,,
3. Mystic Quest: An epic quest for three teens that discover they're all fated to save their kingdom from evil powers that threaten all life as they know it!,about-them-894,,
4. Dragonfire Diaries: A lighthearted fantasy series chronicling the humorous exploits of three dragon mates who go on extravagant escapades across several enchanted kingdoms! ,about-them-894,,
5. The Wondrous World Beyond - Join Lily on her travels through fantastical lands inhabited by fascinating beings seeking sanctuary before destruction comes upon them.,about-them-894,,
6. Mythos Reborn - While more than 100 years have passed since people dismissed tales about griffins & unicorns- when ancient legends become real again; how will society cope?,about-them-894,,
7.Dawnbreaker Heroes – Five teenagers come together with their diverse abilities to defend their land against dark forces threatening their town's safety ,about-them-894,,
8.Magical Mysteries - Fall into thrilling excitement accompanied by two siblings living within an old bookstore & working in helping solve the mysterious occurrences surrounding them! ,about-them-894,,
9.The Elemental Guilds-Charm Series brings you along for action-packed adventure with artful characters born gifted in harnessing elemental energies fighting against one another so only one guild may prove victorious,about-them-894,,
10.Adventures In Dreamland-Dive into Astrid's whimsical dreamscape where every thought can manifest itself creating vibrant worlds unknown but very real & just waiting to be discovered,about-them-894,,
"A young woman discovers that she has the power to travel through different dimensions, each with its own unique set of challenges and mysteries. Along the way, she must navigate complex relationships with those around her and come to terms with her role in saving these parallel worlds from destruction.",complain-them-565,,
"1. ""The Multiverse Chronicles"": A sci-fi series following our heroine's journey through increasingly bizarre alternate realities, from a world overrun by sentient plants to one where gravity works sideways.",complain-them-565,,
"2. ""Dimensional Affairs"": A romantic comedy series exploring the complications of dating when your partner could be living an entirely different life in another dimension.",complain-them-565,,
"3. ""Parallel Pursuits"": An action-adventure series featuring high-stakes missions to save different versions of Earth from destruction by other-dimensional threats.",complain-them-565,,
"4. ""Chronicles Across Worlds"": A fantasy epic chronicling our heroine's quest to unite warring factions across dozens of fantastical realms.",complain-them-565,,
"5. ""Quantum Conundrums"": A mystery series investigating crimes committed simultaneously across multiple dimensions – with carefully-crafted alibis at every turn!",complain-them-565,,
"6. ""Interdimensional Intervention"": Our protagonist becomes part of a team who are responsible for fixing issues in parallel universes among multiple timelines bouncing between branches across time itself",complain-them-565,,
"7. ”Dimensions & Me”: Her adventures into new unexplored dimensions ranging from intergalactic contacts ,and old civilizations discovery; cause time crises for earth or do they?",complain-them-565,,
"8.""Beyond Realms Reflections "": See yourself reflected differently as we explore perception within dimensional borders - psychological twists included (formally named Stranger than Fiction)",complain-them-565,,
"9.""Universal Truth Behind Fractal Realities"" - It was all connected but how? Decode reality mysteries  using the fractal method blended with mysticism",complain-them-565,,
"10.""Rift Keeper Series""- In a world inhabited only by humans selected cyclically during every harmonic frequency shift: when frequencies shifts again it is up-to-the Rift Keepers running against time and overcoming challenges in other parallel realities to keep the dust of previous cycles and its knowledge unknown to humans during another cycle.",complain-them-565,,
"1. ""The Separation Chronicles"": a series featuring different children complaining about their parents' various travel and work commitments that take them away from home.",complain-from-743,,
"2. ""Mommy, Don't Go!"": a humorous collection of stories about kids who will go to great lengths to prevent their stay-at-home moms from leaving the house for just one hour.",complain-from-743,,
"3. ""Where's Daddy?"": in this playful series, kids try to track down their fathers who are always disappearing into mysterious man caves, tool sheds, or garages.",complain-from-743,,
"4. ""The Working Parent Blues"": follow different children as they express their frustration with parents who have demanding careers that leave little time for family bonding activities.",complain-from-743,,
"5. ""Absent-Minded Moms"": an amusing book series highlighting all the times forgetful moms have accidentally left important things at home or mixed up school pick-up times.",complain-from-743,,
"6. ""Not Another Road Trip!"": tag along with siblings as they cope with long car rides and unending backseat bickering while on road trips with their seemingly carefree parent/s.",complain-from-743,,
"7. ""Zero Connection Zone"": tech-savvy young ones lament when something goes wrong with the Wi-Fi connection – leading them on comedic misadventures through both analogue solutions and digital wizards!",complain-from-743,,
"8.""Parenting Perils"" - stories focused on how even well-meaning parents can sometimes drive children crazy; has tips at end of each story chapter providing insight into what went wrong or could be done differently",complain-from-743,,
"9.""Stranger Things"" - Young adult spin off version where teens experience superpowers when exposed during argumentative periods between family members",complain-from-743,,
"10.""Messy Mansions"" - light-hearted exploration into dealing conflicts among chores allocations among siblings generating funny situations adults may overlook",complain-from-743,,
"1. ""The Parent Swap"" - A series where kids find a magical way to switch places with their parents for a day, but quickly realize that being a grown-up isn't all it's cracked up to be.",their-from-850,,
"2. ""Tooth and Claw: The Family Pet Chronicles"" - Follow the hilarious hijinks of various pets as they try to bridge the gap between parent and child in their own furry way.",their-from-850,,
"3. ""Mumblemouth & Dadbot"" - Science fiction meets dysfunctional family dynamics as siblings work together to fix their malfunctioning robotic parents throughout the galaxy.",their-from-850,,
"4. ""Rules of Engagement: How Not To Fight With Your Folks"" - A guidebook full of humorous anecdotes, wacky scenarios, and sage advice on how kids can avoid arguing with their parents without losing themselves in the process.",their-from-850,,
"5. ""Lost 'N Found: Adventures In Parenthood Land"" - From sticky situations in strollers to navigating through crowded amusement parks, these stories chronicle the misadventures families encounter when traveling together.",their-from-850,,
"6. ""I Spy I Don't Know Why They Love That Song!"" - Siblings team up with fellow travelers at famous tourist locations around the world for musical scavenger hunts inspired by songs that make them feel uncool because Mom and Dad love them too much.",their-from-850,,
"7.  ""Babysitter Blues & Diner Delights""- These chapter book sets follow Katy Beth Davis' escapades while she anxiously waits for her relatives who only show crotchety attitudes about everything! ",their-from-850,,
8.  Let My People Go!: The Moses Mysteries– Kids follow ten-year-old Max who keeps dreaming he’s Moses convincing dad Pharoah (Larry) not keep him away from his friends anymore,their-from-850,,
"9.""Meeting Halfway-To Really Listen When Rides Get Rough""",their-from-850,,
#NAME?,their-from-850,,
"10. ""Drivin' Me Crazy""- A series of laugh-out-loud fun adventures as Dad takes the wheel on family road trips, but things often en up literally off-the-rails hilarious!",their-from-850,,
"1. ""Not Fair!"" - A series about kids who find creative ways to get what they want from their parents, despite the odds being against them.",them-things-795,,
"2. ""Family Feuds"" - Each book in this series features a different conflict between children and their parents, with humorous and heartwarming resolutions.",them-things-795,,
"3. ""Parental Politics"" - These books take an irreverent look at power struggles within families, showing how even the youngest members can come out on top.",them-things-795,,
"4. ""Mom vs Dad"" - Kids will love reading about hilarious battles of will between caregivers in this zany series.",them-things-795,,
"5. ""Secrets & Lies"" - Everyone has something they're hiding from their family… right? This gripping series will have kids guessing until the very end!",them-things-795,,
"6. ""The Great Divide"" - When Mom or Dad are always too busy for quality time, siblings band together to ensure no one gets left behind (or downstairs!).",them-things-795,,
"7. ""Hooray for Hierarchy!"" – Authoritative figures rule these stories as children navigate amusing ups and downs—learning it’s important not to pull rank while still respecting those with experience",them-things-795,,
8. “Pick Your Poison”- When life gives you choices sometimes it’s hard deciding which is worse—like when Andrea must choose between supervising her little sister or doing math homework all summer long...,them-things-795,,
9 .“In Their Shoes” – An excellent way of teaching empathy! Characters learn a lesson by seeing things from caregivers perspectives so children understand adults deal with multiple roles ,them-things-795,,
"10.""Revenge is Best Served Cold""- These snarky tales show how bad behavior comes back around fast, so play fair if you don’t want payback later!",them-things-795,,
"1. ""Mom, You're Too Cool!"" series - about a kid who is annoyed that his mom tries to be trendy and fit in with his friends.",that-complain-354,,
"2. ""Dad's Always on His Phone"" series - following a child who feels neglected because their dad is always staring at his phone.",that-complain-354,,
"3. ""My Little Brother is Annoying"" series - exploring the trials of having a younger sibling who just won't leave you alone.",that-complain-354,,
"4. ""Why Does Mom Dress Like That?"" series - where kids are embarrassed by their parents' clothing choices.",that-complain-354,,
"5. ""No More Family Game Nights!"" series - showing how family bonding time isn't always as fun as it seems from the parent's perspective.",that-complain-354,,
"6. ""Dad Doesn't Understand Me"" series - featuring a child struggling to connect with their father over shared interests or hobbies.",that-complain-354,,
"7. ""Parental Embarrassment Everywhere I Go"" series- highlighting happenings when parents act embarassingly around others in public ",that-complain-354,,
8. “Can’t they stop being all lovey-dovey?” Series- Sometimes young ones feel that their parents PDA can be cringeworthy; this book highlights such scenarios,that-complain-354,,
9.“Allergy Nightmare” Series – Parents may restrict what children eat or allow them food substitutions due to health reasons which many times contradict with what meets cool norms among peers ; this draws upon various incidents encountered,that-complain-354,,
"10.""Family Traditions – Why Do We Have To Keep Doing The Same Thing Every Year?"" Series- Grandparents force age old traditions into everyone’s lives leaving minimal space for improvisation leading not so impressed offspring coming up unintentionally hilarious solutions",that-complain-354,,
"1. ""My Mom's Always on Her Phone!"" - Follow a group of kids who create wacky technological distractions to get their parents' attention and bond together along the way.",separate-them-358,,
"2. ""Dad's Work is Boring"" - A series that follows a group of mischievous youngsters determined to shake up an office full of dreary adults, with hilarious consequences.",separate-them-358,,
"3. ""Why Can't We Eat Dessert for Dinner?"" - A collection of stories that show just how much kids will do in order to convince their parents to let them indulge in sugary treats at dinner time.",separate-them-358,,
"4. ""The Bedtime Battle Zone"" - Join this band of tiny soldiers as they arm themselves against parental insistence on an early bedtime and fight for the right to stay up late.",separate-them-358,,
