name,stack_size
se-cryonite-powder,50
se-cryonite-crystal,50
se-delivery-cannon-package-se-core-fragment-se-cryonite,1
se-delivery-cannon-package-se-cryonite,1
se-delivery-cannon-package-se-cryonite-powder,1
se-delivery-cannon-package-se-cryonite-rod,1
se-delivery-cannon-package-se-cryonite-ion-exchange-beads,1
se-cryonite-rod,200
se-cryonite-ion-exchange-beads,200
se-core-fragment-se-beryllium-ore,20
se-beryllium-ore,50
se-beryllium-sulfate,100
se-beryllium-powder,100
se-delivery-cannon-package-se-core-fragment-se-beryllium-ore,1
se-delivery-cannon-package-se-beryllium-ore,1
se-delivery-cannon-package-se-beryllium-sulfate,1
se-delivery-cannon-package-se-beryllium-powder,1
se-delivery-cannon-package-se-beryllium-ingot,1
se-beryllium-ingot,100
se-beryllium-plate,200
se-core-fragment-se-holmium-ore,20
se-holmium-ore,20
se-holmium-ore-crushed,50
se-holmium-chloride,50
se-delivery-cannon-package-se-core-fragment-se-holmium-ore,1
se-delivery-cannon-package-se-holmium-ore,1
se-delivery-cannon-package-se-holmium-ore-crushed,1
se-delivery-cannon-package-se-holmium-chloride,1
se-delivery-cannon-package-se-holmium-ingot,1
se-holmium-powder,50
se-holmium-ingot,50
se-holmium-plate,100
se-core-fragment-se-iridium-ore,20
se-iridium-ore,10
se-iridium-ore-crushed,40
se-iridium-powder,30
se-delivery-cannon-package-se-core-fragment-se-iridium-ore,1
se-delivery-cannon-package-se-iridium-ore,1
se-delivery-cannon-package-se-iridium-ore-crushed,1
se-delivery-cannon-package-se-iridium-blastcake,1
se-delivery-cannon-package-se-iridium-ingot,1
se-iridium-blastcake,20
se-iridium-ingot,20
se-iridium-plate,40
se-core-fragment-se-vitamelange,20
se-vitamelange,20
se-vitamelange-nugget,50
se-vitamelange-bloom,50
se-delivery-cannon-package-se-core-fragment-se-vitamelange,1
se-delivery-cannon-package-se-vitamelange,1
se-delivery-cannon-package-se-vitamelange-nugget,1
se-delivery-cannon-package-se-vitamelange-bloom,1
se-delivery-cannon-package-se-vitamelange-spice,1
se-vitamelange-spice,50
se-vitamelange-extract,200
se-vitalic-reagent,50
se-vitalic-epoxy,50
se-self-sealing-gel,50
se-naquium-ore,10
se-naquium-ore-crushed,20
se-naquium-refined,20
se-delivery-cannon-package-se-naquium-ore,1
se-delivery-cannon-package-se-naquium-ore-crushed,1
se-delivery-cannon-package-se-naquium-refined,1
se-delivery-cannon-package-se-naquium-ingot,1
se-naquium-crystal,20
se-naquium-powder,20
se-naquium-ingot,10
se-naquium-plate,20
iron-stick,100
iron-gear-wheel,100
empty-barrel,10
motor,50
engine-unit,50
electric-motor,50
electric-engine-unit,50
flying-robot-frame,50
copper-cable,200
se-holmium-cable,50
se-superconductive-cable,50
se-holmium-solenoid,50
se-dynamic-emitter,50
battery,200
electronic-circuit,200
advanced-circuit,200
processing-unit,100
se-quantum-processor,50
se-naquium-processor,1
low-density-structure,50
se-delivery-cannon-package-low-density-structure,1
se-space-mirror,50
se-gammaray-detector,50
se-material-testing-pack,10
se-nanomaterial,50
se-naquium-cube,8
se-naquium-tessaract,1
se-heavy-girder,50
se-heavy-bearing,50
se-heavy-composite,50
se-heavy-assembly,50
se-aeroframe-pole,50
se-aeroframe-scaffold,50
se-aeroframe-bulkhead,50
se-lattice-pressure-vessel,50
se-bioscrubber,50
rocket-control-unit,10
se-cargo-rocket-cargo-pod,10
se-cargo-rocket-fuel-tank,10
se-cargo-rocket-section,1
se-cargo-rocket-section-packed,1
se-rocket-launch-pad-silo-dummy-ingredient-item,1
se-rocket-launch-pad-silo-dummy-result-item,1
se-delivery-cannon-package-se-space-elevator-cable,1
se-space-probe-rocket,1
se-delivery-cannon-capsule,50
se-space-elevator-cable,20
se-canister,50
se-magnetic-canister,50
se-empty-lifesupport-canister,50
se-lifesupport-canister,50
se-used-lifesupport-canister,50
se-plasma-canister,50
se-ion-canister,50
se-antimatter-canister,50
se-observation-frame-blank,200
se-observation-frame-radio,200
se-observation-frame-microwave,200
se-observation-frame-infrared,200
se-observation-frame-visible,200
se-observation-frame-uv,200
se-observation-frame-xray,200
se-observation-frame-gammaray,200
se-nutrient-vat,5
se-bioculture,5
se-experimental-bioculture,5
se-specimen,5
se-experimental-specimen,5
se-significant-specimen,5
se-arcosphere-collector,1
se-arcosphere,1
se-arcosphere-a,1
se-arcosphere-b,1
se-arcosphere-c,1
se-arcosphere-d,1
se-arcosphere-e,1
se-arcosphere-f,1
se-arcosphere-g,1
se-arcosphere-h,1
se-delivery-cannon-package-se-scrap,1
se-delivery-cannon-package-se-contaminated-scrap,1
se-scrap,50
se-contaminated-scrap,50
crude-oil-barrel,10
heavy-oil-barrel,10
light-oil-barrel,10
lubricant-barrel,10
petroleum-gas-barrel,10
se-beryllium-hydroxide-barrel,10
se-bio-sludge-barrel,10
se-chemical-gel-barrel,10
se-contaminated-bio-sludge-barrel,10
se-contaminated-space-water-barrel,10
se-cryonite-slush-barrel,10
se-liquid-rocket-fuel-barrel,10
se-methane-gas-barrel,10
se-neural-gel-2-barrel,10
se-neural-gel-barrel,10
se-nutrient-gel-barrel,10
se-pyroflux-barrel,10
se-space-coolant-hot-barrel,10
se-space-water-barrel,10
se-vitalic-acid-barrel,10
sulfuric-acid-barrel,10
water-barrel,10
se-delivery-cannon-package-crude-oil-barrel,1
se-delivery-cannon-package-heavy-oil-barrel,1
se-delivery-cannon-package-light-oil-barrel,1
se-delivery-cannon-package-lubricant-barrel,1
se-delivery-cannon-package-petroleum-gas-barrel,1
se-delivery-cannon-package-se-beryllium-hydroxide-barrel,1
se-delivery-cannon-package-se-cryonite-slush-barrel,1
se-delivery-cannon-package-se-pyroflux-barrel,1
se-delivery-cannon-package-sulfuric-acid-barrel,1
se-delivery-cannon-package-water-barrel,1
rocket-part,5
automation-science-pack,200
logistic-science-pack,200
military-science-pack,200
chemical-science-pack,200
se-rocket-science-pack,200
space-science-pack,200
utility-science-pack,200
production-science-pack,200
coin,100000
se-junk-data,50
se-broken-data,50
se-empty-data,50
se-machine-learning-data,50
se-satellite-telemetry,50
se-data-storage-substrate,100
se-data-storage-substrate-cleaned,100
se-significant-data,50
se-astronomic-catalogue-1,50
se-astronomic-catalogue-2,50
se-astronomic-catalogue-3,50
se-astronomic-catalogue-4,50
se-astronomic-insight,50
se-infrared-observation-data,50
se-visible-observation-data,50
se-uv-observation-data,50
se-astrometric-data,50
se-microwave-observation-data,50
se-xray-observation-data,50
se-gravitational-lensing-data,50
se-gravity-wave-data,50
se-radio-observation-data,50
se-gammaray-observation-data,50
se-darkmatter-data,50
se-negative-pressure-data,50
se-dark-energy-data,50
se-micro-black-hole-data,50
se-zero-point-energy-data,50
se-belt-probe,1
se-belt-probe-data,50
se-astronomic-science-pack-1,200
se-astronomic-science-pack-2,200
se-astronomic-science-pack-3,200
se-astronomic-science-pack-4,200
se-biological-catalogue-1,50
se-biological-catalogue-2,50
se-biological-catalogue-3,50
se-biological-catalogue-4,50
se-biological-insight,50
se-bio-combustion-data,50
se-biomechanical-data,50
se-biochemical-data,50
se-genetic-data,50
se-bio-combustion-resistance-data,50
se-experimental-genetic-data,50
se-biochemical-resistance-data,50
se-biomechanical-resistance-data,50
se-bioelectrics-data,50
se-cryogenics-data,50
se-decompression-data,50
se-radiation-exposure-data,50
se-comparative-genetic-data,50
se-decompression-resistance-data,50
se-neural-anomaly-data,50
se-radiation-exposure-resistance-data,50
se-biological-science-pack-1,200
se-biological-science-pack-2,200
se-biological-science-pack-3,200
se-biological-science-pack-4,200
se-energy-catalogue-1,50
se-energy-catalogue-2,50
se-energy-catalogue-3,50
se-energy-catalogue-4,50
se-energy-insight,50
se-conductivity-data,50
se-electromagnetic-field-data,50
se-polarisation-data,50
se-radiation-data,50
se-quantum-phenomenon-data,50
se-atomic-data,50
se-subatomic-data,50
se-forcefield-data,50
se-superconductivity-data,50
se-quark-data,50
se-entanglement-data,50
se-lepton-data,50
se-boson-data,50
se-fusion-test-data,50
se-magnetic-monopole-data,50
se-star-probe,1
se-star-probe-data,50
se-energy-science-pack-1,200
se-energy-science-pack-2,200
se-energy-science-pack-3,200
se-energy-science-pack-4,200
se-material-catalogue-1,50
se-material-catalogue-2,50
se-material-catalogue-3,50
se-material-catalogue-4,50
se-material-insight,50
se-cold-thermodynamics-data,50
se-hot-thermodynamics-data,50
se-tensile-strength-data,50
se-compressive-strength-data,50
se-rigidity-data,50
se-pressure-containment-data,50
se-corrosion-resistance-data,50
se-impact-shielding-data,50
se-friction-data,50
se-ballistic-shielding-data,50
se-radiation-shielding-data,50
se-explosion-shielding-data,50
se-electrical-shielding-data,50
se-laser-shielding-data,50
se-particle-beam-shielding-data,50
se-experimental-alloys-data,50
se-material-science-pack-1,200
se-material-science-pack-2,200
se-material-science-pack-3,200
se-material-science-pack-4,200
se-deep-catalogue-1,50
se-deep-catalogue-2,50
se-deep-catalogue-3,50
se-deep-catalogue-4,50
se-nano-engineering-data,50
se-naquium-energy-data,50
se-naquium-structural-data,50
se-void-probe-data,50
se-void-probe,1
se-annihilation-data,50
se-hyperlattice-data,50
se-singularity-data,50
se-timespace-anomaly-data,50
se-space-dilation-data,50
se-space-fold-data,50
se-space-injection-data,50
se-space-warp-data,50
se-interstellar-data,50
se-rhga-data,50
se-teleportation-data,50
se-wormhole-data,50
se-deep-space-science-pack-1,200
se-deep-space-science-pack-2,200
se-deep-space-science-pack-3,200
se-deep-space-science-pack-4,200
dummy-steel-axe,1
se-medpack,20
se-medpack-2,20
se-medpack-3,20
se-medpack-4,20
repair-pack,100
blueprint,1
deconstruction-planner,1
upgrade-planner,1
blueprint-book,1
se-delivery-cannon-targeter,1
se-train-gui-targeter,1
copy-paste-tool,1
cut-paste-tool,1
pistol,5
submachine-gun,5
tank-machine-gun,1
vehicle-machine-gun,1
tank-flamethrower,1
shotgun,5
combat-shotgun,5
se-railgun,5
rocket-launcher,5
flamethrower,5
se-biogun,5
se-cryogun,5
land-mine,100
grappling-gun,5
se-tesla-gun,5
artillery-wagon-cannon,1
spidertron-rocket-launcher-1,1
spidertron-rocket-launcher-2,1
spidertron-rocket-launcher-3,1
spidertron-rocket-launcher-4,1
ironclad-cannon,1
ironclad-mortar,1
tank-cannon,1
firearm-magazine,200
piercing-rounds-magazine,200
uranium-rounds-magazine,200
shotgun-shell,200
piercing-shotgun-shell,200
se-railgun-ammo,200
se-delivery-cannon-weapon-package-atomic-bomb,1
se-delivery-cannon-weapon-package-se-iridium-piledriver,1
se-delivery-cannon-weapon-package-se-plague-bomb,1
cannon-shell,200
explosive-cannon-shell,200
mortar-bomb,200
mortar-cluster-bomb,200
uranium-cannon-shell,200
explosive-uranium-cannon-shell,200
artillery-shell,1
rocket,200
explosive-rocket,200
atomic-bomb,10
se-iridium-piledriver,1
se-plague-bomb,10
flamethrower-ammo,100
grappling-gun-ammo,200
se-bloater-ammo,100
se-pheromone-ammo,100
se-cryogun-ammo,100
se-tesla-ammo,200
grenade,100
cluster-grenade,100
poison-capsule,100
slowdown-capsule,100
cliff-explosives,20
defender-capsule,100
distractor-capsule,100
destroyer-capsule,100
se-capsule-se-biter-friend,50
se-capsule-small-biter,100
se-capsule-medium-biter,75
se-capsule-big-biter,50
se-capsule-behemoth-biter,25
se-capsule-small-spitter,100
se-capsule-medium-spitter,75
se-capsule-big-spitter,50
se-capsule-behemoth-spitter,25
light-armor,1
heavy-armor,1
modular-armor,1
power-armor,1
power-armor-mk2,1
se-thruster-suit,1
se-thruster-suit-2,1
se-thruster-suit-3,1
se-thruster-suit-4,1
solar-panel-equipment,20
se-rtg-equipment,20
se-rtg-equipment-2,20
fusion-reactor-equipment,20
battery-equipment,20
jetpack-1,20
jetpack-2,20
jetpack-3,20
jetpack-4,20
battery-mk2-equipment,20
energy-shield-equipment,20
energy-shield-mk2-equipment,20
energy-shield-mk3-equipment,20
energy-shield-mk4-equipment,20
energy-shield-mk5-equipment,20
energy-shield-mk6-equipment,20
belt-immunity-equipment,20
se-adaptive-armour-equipment-1,20
se-adaptive-armour-equipment-2,20
se-adaptive-armour-equipment-3,20
se-adaptive-armour-equipment-4,20
se-adaptive-armour-equipment-5,20
exoskeleton-equipment,20
se-lifesupport-equipment-1,20
se-lifesupport-equipment-2,20
se-lifesupport-equipment-3,20
se-lifesupport-equipment-4,20
personal-roboport-equipment,20
personal-roboport-mk2-equipment,20
night-vision-equipment,20
personal-laser-defense-equipment,20
discharge-defense-equipment,20
discharge-defense-remote,1
stone-wall,100
concrete-wall,50
steel-wall,50
gate,50
gun-turret,50
laser-turret,50
flamethrower-turret,50
artillery-turret,10
artillery-targeting-remote,1
radar,50
shield-projector,50
player-port,50
se-meteor-point-defence,50
se-meteor-point-defence-ammo,50
se-meteor-defence,1
se-meteor-defence-ammo,20
se-energy-beam-defence,1
se-delivery-cannon-weapon,1
se-delivery-cannon-weapon-capsule,20
se-blueprint-registration-point,50
ruin-area-mining-drill-remnants,50
ruin-assembling-machine-1-remnants,50
ruin-assembling-machine-2-remnants,50
ruin-assembling-machine-3-remnants,50
ruin-boiler-remnants,50
ruin-burner-inserter-remnants,50
ruin-burner-mining-drill-remnants,50
ruin-electric-furnace-remnants,50
ruin-electric-mining-drill-remnants,50
ruin-small-electric-pole-remnants,50
ruin-small-remnants,50
ruin-steel-furnace-remnants,50
ruin-stone-furnace-remnants,50
ruin-transport-belt-remnants,50
ruin-wall-remnants,50
ruin-wooden-chest-remnants,50
ruin-1x2-remnants,50
ruin-arithmetic-combinator-remnants,50
ruin-fast-transport-belt-remnants,50
ruin-gate-remnants,50
ruin-inserter-remnants,50
ruin-iron-chest-remnants,50
ruin-medium-electric-pole-remnants,50
ruin-steam-engine-remnants,50
ruin-active-provider-chest-remnants,50
ruin-big-electric-pole-remnants,50
ruin-big-remnants,50
ruin-decider-combinator-remnants,50
ruin-express-transport-belt-remnants,50
ruin-gun-turret-remnants,50
ruin-long-handed-inserter-remnants,50
ruin-solar-panel-remnants,50
ruin-train-stop-remnants,50
ruin-accumulator-remnants,50
ruin-beacon-remnants,50
ruin-constant-combinator-remnants,50
ruin-fast-inserter-remnants,50
ruin-laser-turret-remnants,50
ruin-medium-remnants,50
ruin-oil-refinery-remnants,50
ruin-passive-provider-chest-remnants,50
ruin-pipe-remnants,50
ruin-pipe-to-ground-remnants,50
ruin-pump-remnants,50
ruin-pumpjack-remnants,50
ruin-rail-signal-remnants,50
ruin-storage-tank-remnants,50
ruin-substation-remnants,50
ruin-underground-belt-remnants,50
ruin-chemical-plant-remnants,50
ruin-fast-underground-belt-remnants,50
ruin-filter-inserter-remnants,50
ruin-flamethrower-turret-remnants,50
ruin-medium-small-remnants,50
ruin-nuclear-reactor-remnants,50
ruin-programmable-speaker-remnants,50
ruin-rail-chain-signal-remnants,50
ruin-storage-chest-remnants,50
ruin-artillery-turret-remnants,50
ruin-buffer-chest-remnants,50
ruin-centrifuge-remnants,50
ruin-express-underground-belt-remnants,50
ruin-heat-pipe-remnants,50
ruin-locomotive-remnants,50
ruin-stack-inserter-remnants,50
ruin-cargo-wagon-remnants,50
ruin-heat-exchanger-remnants,50
ruin-lab-remnants,50
ruin-radar-remnants,50
ruin-requester-chest-remnants,50
ruin-splitter-remnants,50
ruin-stack-filter-inserter-remnants,50
ruin-fast-splitter-remnants,50
ruin-fluid-wagon-remnants,50
ruin-roboport-remnants,50
ruin-rocket-silo-remnants,50
ruin-steam-turbine-remnants,50
ruin-artillery-wagon-remnants,50
ruin-express-splitter-remnants,50
ruin-car-remnants,50
ruin-tank-remnants,50
ruin-steel-chest-remnants,50
item-unknown,1
mis-insert-effectivity-module,1
mis-insert-effectivity-module-2,1
mis-insert-effectivity-module-3,1
mis-insert-effectivity-module-4,1
mis-insert-effectivity-module-5,1
mis-insert-effectivity-module-6,1
mis-insert-effectivity-module-7,1
mis-insert-effectivity-module-8,1
mis-insert-effectivity-module-9,1
mis-insert-empty-1,1
mis-insert-empty-2,1
mis-insert-empty-3,1
mis-insert-empty-4,1
mis-insert-empty-5,1
mis-insert-empty-6,1
mis-insert-empty-7,1
mis-insert-empty-8,1
mis-insert-empty-9,1
mis-insert-productivity-module,1
mis-insert-productivity-module-2,1
mis-insert-productivity-module-3,1
mis-insert-productivity-module-4,1
mis-insert-productivity-module-5,1
mis-insert-productivity-module-6,1
mis-insert-productivity-module-7,1
mis-insert-productivity-module-8,1
mis-insert-productivity-module-9,1
mis-insert-speed-module,1
mis-insert-speed-module-2,1
mis-insert-speed-module-3,1
mis-insert-speed-module-4,1
mis-insert-speed-module-5,1
mis-insert-speed-module-6,1
mis-insert-speed-module-7,1
mis-insert-speed-module-8,1
mis-insert-speed-module-9,1
se-struct-generic-clamp-east,50
se-struct-generic-clamp-west,50
se-struct-generic-input,50
se-struct-generic-output,50
se-struct-generic-settings,50
electric-energy-interface,50
linked-chest,10
heat-interface,20
linked-belt,10
infinity-chest,10
infinity-pipe,10
selection-tool,1
item-with-inventory,1
item-with-label,1
item-with-tags,1
simple-entity-with-force,50
simple-entity-with-owner,50
burner-generator,10
