name|time|category|group|subgroup|ingredients|products
cargo-landing-pad|30|crafting|space|space-interactors|[{"type":"item","name":"steel-plate","amount":25},{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"concrete","amount":200}]|[{"type":"item","name":"cargo-landing-pad","amount":1}]
space-platform-foundation|10|crafting|space|space-platform|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"copper-cable","amount":20}]|[{"type":"item","name":"space-platform-foundation","amount":1}]
cargo-bay|10|crafting|space|space-platform|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"low-density-structure","amount":20}]|[{"type":"item","name":"cargo-bay","amount":1}]
asteroid-collector|10|crafting|space|space-platform|[{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"electric-engine-unit","amount":8},{"type":"item","name":"low-density-structure","amount":20}]|[{"type":"item","name":"asteroid-collector","amount":1}]
crusher|10|crafting|space|space-platform|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"electric-engine-unit","amount":10},{"type":"item","name":"low-density-structure","amount":20}]|[{"type":"item","name":"crusher","amount":1}]
thruster|10|crafting|space|space-platform|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"electric-engine-unit","amount":5}]|[{"type":"item","name":"thruster","amount":1}]
space-platform-starter-pack|60|crafting|space|space-rocket|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"processing-unit","amount":20},{"type":"item","name":"space-platform-foundation","amount":60}]|[{"type":"item","name":"space-platform-starter-pack","amount":1}]
metallic-asteroid-crushing|2|crushing|space|space-crushing|[{"type":"item","name":"metallic-asteroid-chunk","amount":1}]|[{"type":"item","name":"iron-ore","amount":20},{"type":"item","name":"metallic-asteroid-chunk","amount":1}]
metallic-asteroid-reprocessing|2|crushing|space|space-crushing|[{"type":"item","name":"metallic-asteroid-chunk","amount":1}]|[{"type":"item","name":"metallic-asteroid-chunk","amount":1},{"type":"item","name":"carbonic-asteroid-chunk","amount":1},{"type":"item","name":"oxide-asteroid-chunk","amount":1}]
carbonic-asteroid-crushing|2|crushing|space|space-crushing|[{"type":"item","name":"carbonic-asteroid-chunk","amount":1}]|[{"type":"item","name":"carbon","amount":10},{"type":"item","name":"carbonic-asteroid-chunk","amount":1}]
carbonic-asteroid-reprocessing|2|crushing|space|space-crushing|[{"type":"item","name":"carbonic-asteroid-chunk","amount":1}]|[{"type":"item","name":"carbonic-asteroid-chunk","amount":1},{"type":"item","name":"metallic-asteroid-chunk","amount":1},{"type":"item","name":"oxide-asteroid-chunk","amount":1}]
oxide-asteroid-crushing|2|crushing|space|space-crushing|[{"type":"item","name":"oxide-asteroid-chunk","amount":1}]|[{"type":"item","name":"ice","amount":5},{"type":"item","name":"oxide-asteroid-chunk","amount":1}]
oxide-asteroid-reprocessing|1|crushing|space|space-crushing|[{"type":"item","name":"oxide-asteroid-chunk","amount":1}]|[{"type":"item","name":"oxide-asteroid-chunk","amount":1},{"type":"item","name":"metallic-asteroid-chunk","amount":1},{"type":"item","name":"carbonic-asteroid-chunk","amount":1}]
advanced-metallic-asteroid-crushing|5|crushing|space|space-crushing|[{"type":"item","name":"metallic-asteroid-chunk","amount":1}]|[{"type":"item","name":"iron-ore","amount":10},{"type":"item","name":"copper-ore","amount":4},{"type":"item","name":"metallic-asteroid-chunk","amount":1}]
advanced-carbonic-asteroid-crushing|5|crushing|space|space-crushing|[{"type":"item","name":"carbonic-asteroid-chunk","amount":1}]|[{"type":"item","name":"carbon","amount":5},{"type":"item","name":"sulfur","amount":2},{"type":"item","name":"carbonic-asteroid-chunk","amount":1}]
advanced-oxide-asteroid-crushing|5|crushing|space|space-crushing|[{"type":"item","name":"oxide-asteroid-chunk","amount":1}]|[{"type":"item","name":"ice","amount":3},{"type":"item","name":"calcite","amount":2},{"type":"item","name":"oxide-asteroid-chunk","amount":1}]
thruster-fuel|2|chemistry|space|space-processing|[{"type":"item","name":"carbon","amount":2},{"type":"fluid","name":"water","amount":10}]|[{"type":"fluid","name":"thruster-fuel","amount":75}]
advanced-thruster-fuel|10|chemistry|space|space-processing|[{"type":"item","name":"carbon","amount":2},{"type":"item","name":"calcite","amount":1},{"type":"fluid","name":"water","amount":100}]|[{"type":"fluid","name":"thruster-fuel","amount":1500}]
thruster-oxidizer|2|chemistry|space|space-processing|[{"type":"item","name":"iron-ore","amount":2},{"type":"fluid","name":"water","amount":10}]|[{"type":"fluid","name":"thruster-oxidizer","amount":75}]
advanced-thruster-oxidizer|10|chemistry|space|space-processing|[{"type":"item","name":"iron-ore","amount":2},{"type":"item","name":"calcite","amount":1},{"type":"fluid","name":"water","amount":100}]|[{"type":"fluid","name":"thruster-oxidizer","amount":1500}]
submachine-gun|10|crafting|combat|gun|[{"type":"item","name":"iron-plate","amount":10},{"type":"item","name":"copper-plate","amount":5},{"type":"item","name":"iron-gear-wheel","amount":10}]|[{"type":"item","name":"submachine-gun","amount":1}]
railgun|10|cryogenics|combat|gun|[{"type":"item","name":"tungsten-plate","amount":10},{"type":"item","name":"superconductor","amount":10},{"type":"item","name":"quantum-processor","amount":20},{"type":"fluid","name":"fluoroketone-cold","amount":10}]|[{"type":"item","name":"railgun","amount":1}]
teslagun|30|electromagnetics|combat|gun|[{"type":"item","name":"plastic-bar","amount":30},{"type":"item","name":"holmium-plate","amount":10},{"type":"item","name":"superconductor","amount":10},{"type":"fluid","name":"electrolyte","amount":100}]|[{"type":"item","name":"teslagun","amount":1}]
shotgun|10|crafting|combat|gun|[{"type":"item","name":"wood","amount":5},{"type":"item","name":"iron-plate","amount":15},{"type":"item","name":"copper-plate","amount":10},{"type":"item","name":"iron-gear-wheel","amount":5}]|[{"type":"item","name":"shotgun","amount":1}]
combat-shotgun|10|crafting|combat|gun|[{"type":"item","name":"wood","amount":10},{"type":"item","name":"copper-plate","amount":10},{"type":"item","name":"steel-plate","amount":15},{"type":"item","name":"iron-gear-wheel","amount":5}]|[{"type":"item","name":"combat-shotgun","amount":1}]
rocket-launcher|10|crafting|combat|gun|[{"type":"item","name":"iron-plate","amount":5},{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"electronic-circuit","amount":5}]|[{"type":"item","name":"rocket-launcher","amount":1}]
flamethrower|10|crafting|combat|gun|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"iron-gear-wheel","amount":10}]|[{"type":"item","name":"flamethrower","amount":1}]
firearm-magazine|1|crafting|combat|ammo|[{"type":"item","name":"iron-plate","amount":4}]|[{"type":"item","name":"firearm-magazine","amount":1}]
piercing-rounds-magazine|3|crafting|combat|ammo|[{"type":"item","name":"copper-plate","amount":5},{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"firearm-magazine","amount":1}]|[{"type":"item","name":"piercing-rounds-magazine","amount":1}]
uranium-rounds-magazine|10|crafting|combat|ammo|[{"type":"item","name":"uranium-238","amount":1},{"type":"item","name":"piercing-rounds-magazine","amount":1}]|[{"type":"item","name":"uranium-rounds-magazine","amount":1}]
shotgun-shell|3|crafting|combat|ammo|[{"type":"item","name":"iron-plate","amount":2},{"type":"item","name":"copper-plate","amount":2}]|[{"type":"item","name":"shotgun-shell","amount":1}]
piercing-shotgun-shell|8|crafting|combat|ammo|[{"type":"item","name":"copper-plate","amount":5},{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"shotgun-shell","amount":2}]|[{"type":"item","name":"piercing-shotgun-shell","amount":1}]
cannon-shell|8|crafting|combat|ammo|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"plastic-bar","amount":2},{"type":"item","name":"explosives","amount":1}]|[{"type":"item","name":"cannon-shell","amount":1}]
explosive-cannon-shell|8|crafting|combat|ammo|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"plastic-bar","amount":2},{"type":"item","name":"explosives","amount":2}]|[{"type":"item","name":"explosive-cannon-shell","amount":1}]
uranium-cannon-shell|12|crafting|combat|ammo|[{"type":"item","name":"uranium-238","amount":1},{"type":"item","name":"cannon-shell","amount":1}]|[{"type":"item","name":"uranium-cannon-shell","amount":1}]
explosive-uranium-cannon-shell|12|crafting|combat|ammo|[{"type":"item","name":"uranium-238","amount":1},{"type":"item","name":"explosive-cannon-shell","amount":1}]|[{"type":"item","name":"explosive-uranium-cannon-shell","amount":1}]
artillery-shell|15|crafting|combat|ammo|[{"type":"item","name":"explosives","amount":8},{"type":"item","name":"calcite","amount":1},{"type":"item","name":"tungsten-plate","amount":4},{"type":"item","name":"radar","amount":1}]|[{"type":"item","name":"artillery-shell","amount":1}]
rocket|4|crafting|combat|ammo|[{"type":"item","name":"iron-plate","amount":2},{"type":"item","name":"explosives","amount":1}]|[{"type":"item","name":"rocket","amount":1}]
explosive-rocket|8|crafting|combat|ammo|[{"type":"item","name":"explosives","amount":2},{"type":"item","name":"rocket","amount":1}]|[{"type":"item","name":"explosive-rocket","amount":1}]
atomic-bomb|50|crafting|combat|ammo|[{"type":"item","name":"explosives","amount":10},{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"uranium-235","amount":100}]|[{"type":"item","name":"atomic-bomb","amount":1}]
capture-robot-rocket|10|crafting|combat|ammo|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"processing-unit","amount":2},{"type":"item","name":"flying-robot-frame","amount":1},{"type":"item","name":"bioflux","amount":20}]|[{"type":"item","name":"capture-robot-rocket","amount":1}]
flamethrower-ammo|6|chemistry|combat|ammo|[{"type":"item","name":"steel-plate","amount":5},{"type":"fluid","name":"crude-oil","amount":100}]|[{"type":"item","name":"flamethrower-ammo","amount":1}]
railgun-ammo|25|crafting|combat|ammo|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"explosives","amount":2},{"type":"item","name":"copper-cable","amount":10}]|[{"type":"item","name":"railgun-ammo","amount":1}]
tesla-ammo|30|electromagnetics|combat|ammo|[{"type":"item","name":"plastic-bar","amount":1},{"type":"item","name":"supercapacitor","amount":1},{"type":"fluid","name":"electrolyte","amount":10}]|[{"type":"item","name":"tesla-ammo","amount":1}]
grenade|8|crafting|combat|capsule|[{"type":"item","name":"coal","amount":10},{"type":"item","name":"iron-plate","amount":5}]|[{"type":"item","name":"grenade","amount":1}]
cluster-grenade|8|crafting|combat|capsule|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"explosives","amount":5},{"type":"item","name":"grenade","amount":7}]|[{"type":"item","name":"cluster-grenade","amount":1}]
poison-capsule|8|crafting|combat|capsule|[{"type":"item","name":"coal","amount":10},{"type":"item","name":"steel-plate","amount":3},{"type":"item","name":"electronic-circuit","amount":3}]|[{"type":"item","name":"poison-capsule","amount":1}]
slowdown-capsule|8|crafting|combat|capsule|[{"type":"item","name":"coal","amount":5},{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"electronic-circuit","amount":2}]|[{"type":"item","name":"slowdown-capsule","amount":1}]
defender-capsule|8|crafting|combat|capsule|[{"type":"item","name":"iron-gear-wheel","amount":3},{"type":"item","name":"electronic-circuit","amount":3},{"type":"item","name":"piercing-rounds-magazine","amount":3}]|[{"type":"item","name":"defender-capsule","amount":1}]
distractor-capsule|15|crafting|combat|capsule|[{"type":"item","name":"advanced-circuit","amount":3},{"type":"item","name":"defender-capsule","amount":4}]|[{"type":"item","name":"distractor-capsule","amount":1}]
destroyer-capsule|15|crafting|combat|capsule|[{"type":"item","name":"steel-plate","amount":4},{"type":"item","name":"processing-unit","amount":1},{"type":"item","name":"distractor-capsule","amount":4}]|[{"type":"item","name":"destroyer-capsule","amount":1}]
light-armor|3|crafting|combat|armor|[{"type":"item","name":"iron-plate","amount":40}]|[{"type":"item","name":"light-armor","amount":1}]
heavy-armor|8|crafting|combat|armor|[{"type":"item","name":"copper-plate","amount":100},{"type":"item","name":"steel-plate","amount":50}]|[{"type":"item","name":"heavy-armor","amount":1}]
modular-armor|15|crafting|combat|armor|[{"type":"item","name":"steel-plate","amount":50},{"type":"item","name":"advanced-circuit","amount":30}]|[{"type":"item","name":"modular-armor","amount":1}]
power-armor|20|crafting|combat|armor|[{"type":"item","name":"steel-plate","amount":40},{"type":"item","name":"processing-unit","amount":40},{"type":"item","name":"electric-engine-unit","amount":20}]|[{"type":"item","name":"power-armor","amount":1}]
power-armor-mk2|25|crafting|combat|armor|[{"type":"item","name":"processing-unit","amount":60},{"type":"item","name":"electric-engine-unit","amount":40},{"type":"item","name":"low-density-structure","amount":30},{"type":"item","name":"speed-module","amount":100},{"type":"item","name":"efficiency-module","amount":100}]|[{"type":"item","name":"power-armor-mk2","amount":1}]
mech-armor|60|crafting|combat|armor|[{"type":"item","name":"processing-unit","amount":100},{"type":"item","name":"holmium-plate","amount":200},{"type":"item","name":"superconductor","amount":50},{"type":"item","name":"supercapacitor","amount":50},{"type":"item","name":"power-armor-mk2","amount":1}]|[{"type":"item","name":"mech-armor","amount":1}]
solar-panel-equipment|10|crafting|combat|equipment|[{"type":"item","name":"steel-plate","amount":5},{"type":"item","name":"advanced-circuit","amount":2},{"type":"item","name":"solar-panel","amount":1}]|[{"type":"item","name":"solar-panel-equipment","amount":1}]
fission-reactor-equipment|10|crafting|combat|equipment|[{"type":"item","name":"processing-unit","amount":200},{"type":"item","name":"low-density-structure","amount":50},{"type":"item","name":"uranium-fuel-cell","amount":4}]|[{"type":"item","name":"fission-reactor-equipment","amount":1}]
fusion-reactor-equipment|30|crafting|combat|equipment|[{"type":"item","name":"tungsten-plate","amount":250},{"type":"item","name":"supercapacitor","amount":25},{"type":"item","name":"carbon-fiber","amount":100},{"type":"item","name":"quantum-processor","amount":250},{"type":"item","name":"fusion-power-cell","amount":10},{"type":"item","name":"fission-reactor-equipment","amount":1}]|[{"type":"item","name":"fusion-reactor-equipment","amount":1}]
battery-equipment|10|crafting|combat|equipment|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"battery","amount":5}]|[{"type":"item","name":"battery-equipment","amount":1}]
battery-mk2-equipment|10|crafting|combat|equipment|[{"type":"item","name":"processing-unit","amount":15},{"type":"item","name":"low-density-structure","amount":5},{"type":"item","name":"battery-equipment","amount":10}]|[{"type":"item","name":"battery-mk2-equipment","amount":1}]
battery-mk3-equipment|10|crafting|combat|equipment|[{"type":"item","name":"supercapacitor","amount":10},{"type":"item","name":"battery-mk2-equipment","amount":5}]|[{"type":"item","name":"battery-mk3-equipment","amount":1}]
belt-immunity-equipment|10|crafting|combat|utility-equipment|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"belt-immunity-equipment","amount":1}]
exoskeleton-equipment|10|crafting|combat|utility-equipment|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"electric-engine-unit","amount":30}]|[{"type":"item","name":"exoskeleton-equipment","amount":1}]
personal-roboport-equipment|10|crafting|combat|utility-equipment|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"battery","amount":45},{"type":"item","name":"iron-gear-wheel","amount":40},{"type":"item","name":"advanced-circuit","amount":10}]|[{"type":"item","name":"personal-roboport-equipment","amount":1}]
personal-roboport-mk2-equipment|20|crafting|combat|utility-equipment|[{"type":"item","name":"processing-unit","amount":50},{"type":"item","name":"superconductor","amount":50},{"type":"item","name":"personal-roboport-equipment","amount":5}]|[{"type":"item","name":"personal-roboport-mk2-equipment","amount":1}]
night-vision-equipment|10|crafting|combat|utility-equipment|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"night-vision-equipment","amount":1}]
toolbelt-equipment|10|crafting|combat|utility-equipment|[{"type":"item","name":"advanced-circuit","amount":3},{"type":"item","name":"carbon-fiber","amount":10}]|[{"type":"item","name":"toolbelt-equipment","amount":1}]
energy-shield-equipment|10|crafting|combat|military-equipment|[{"type":"item","name":"steel-plate","amount":10},{"type":"item","name":"advanced-circuit","amount":5}]|[{"type":"item","name":"energy-shield-equipment","amount":1}]
energy-shield-mk2-equipment|10|crafting|combat|military-equipment|[{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"low-density-structure","amount":5},{"type":"item","name":"energy-shield-equipment","amount":10}]|[{"type":"item","name":"energy-shield-mk2-equipment","amount":1}]
personal-laser-defense-equipment|10|crafting|combat|military-equipment|[{"type":"item","name":"processing-unit","amount":20},{"type":"item","name":"low-density-structure","amount":5},{"type":"item","name":"laser-turret","amount":5}]|[{"type":"item","name":"personal-laser-defense-equipment","amount":1}]
discharge-defense-equipment|10|electronics|combat|military-equipment|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"processing-unit","amount":5},{"type":"item","name":"laser-turret","amount":10}]|[{"type":"item","name":"discharge-defense-equipment","amount":1}]
stone-wall|0.5|crafting|combat|defensive-structure|[{"type":"item","name":"stone-brick","amount":5}]|[{"type":"item","name":"stone-wall","amount":1}]
gate|0.5|crafting|combat|defensive-structure|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"electronic-circuit","amount":2},{"type":"item","name":"stone-wall","amount":1}]|[{"type":"item","name":"gate","amount":1}]
radar|0.5|crafting|combat|defensive-structure|[{"type":"item","name":"iron-plate","amount":10},{"type":"item","name":"iron-gear-wheel","amount":5},{"type":"item","name":"electronic-circuit","amount":5}]|[{"type":"item","name":"radar","amount":1}]
land-mine|5|crafting|combat|defensive-structure|[{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"explosives","amount":2}]|[{"type":"item","name":"land-mine","amount":4}]
gun-turret|8|crafting|combat|turret|[{"type":"item","name":"iron-plate","amount":20},{"type":"item","name":"copper-plate","amount":10},{"type":"item","name":"iron-gear-wheel","amount":10}]|[{"type":"item","name":"gun-turret","amount":1}]
laser-turret|20|crafting|combat|turret|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"battery","amount":12},{"type":"item","name":"electronic-circuit","amount":20}]|[{"type":"item","name":"laser-turret","amount":1}]
flamethrower-turret|20|crafting|combat|turret|[{"type":"item","name":"steel-plate","amount":30},{"type":"item","name":"iron-gear-wheel","amount":15},{"type":"item","name":"engine-unit","amount":5},{"type":"item","name":"pipe","amount":10}]|[{"type":"item","name":"flamethrower-turret","amount":1}]
artillery-turret|40|crafting|combat|turret|[{"type":"item","name":"iron-gear-wheel","amount":40},{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"tungsten-plate","amount":60},{"type":"item","name":"refined-concrete","amount":60}]|[{"type":"item","name":"artillery-turret","amount":1}]
rocket-turret|10|crafting|combat|turret|[{"type":"item","name":"steel-plate","amount":20},{"type":"item","name":"iron-gear-wheel","amount":20},{"type":"item","name":"processing-unit","amount":4},{"type":"item","name":"carbon-fiber","amount":20},{"type":"item","name":"rocket-launcher","amount":4}]|[{"type":"item","name":"rocket-turret","amount":1}]
tesla-turret|30|electromagnetics|combat|turret|[{"type":"item","name":"processing-unit","amount":10},{"type":"item","name":"superconductor","amount":50},{"type":"item","name":"supercapacitor","amount":10},{"type":"item","name":"teslagun","amount":1},{"type":"fluid","name":"electrolyte","amount":500}]|[{"type":"item","name":"tesla-turret","amount":1}]
railgun-turret|10|cryogenics|combat|turret|[{"type":"item","name":"tungsten-plate","amount":30},{"type":"item","name":"superconductor","amount":50},{"type":"item","name":"carbon-fiber","amount":20},{"type":"item","name":"quantum-processor","amount":100},{"type":"fluid","name":"fluoroketone-cold","amount":100}]|[{"type":"item","name":"railgun-turret","amount":1}]
parameter-0|0.5|parameters|other|parameters|[]|[]
parameter-1|0.5|parameters|other|parameters|[]|[]
parameter-2|0.5|parameters|other|parameters|[]|[]
parameter-3|0.5|parameters|other|parameters|[]|[]
parameter-4|0.5|parameters|other|parameters|[]|[]
parameter-5|0.5|parameters|other|parameters|[]|[]
parameter-6|0.5|parameters|other|parameters|[]|[]
parameter-7|0.5|parameters|other|parameters|[]|[]
parameter-8|0.5|parameters|other|parameters|[]|[]
parameter-9|0.5|parameters|other|parameters|[]|[]
accumulator-recycling|0.625|recycling|other|other|[{"type":"item","name":"accumulator","amount":1}]|[{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"battery","amount":1}]
active-provider-chest-recycling|0.0625|recycling|other|other|[{"type":"item","name":"active-provider-chest","amount":1}]|[{"type":"item","name":"steel-chest","amount":0},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"advanced-circuit","amount":0}]
advanced-circuit-recycling|0.375|recycling|other|other|[{"type":"item","name":"advanced-circuit","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"plastic-bar","amount":0},{"type":"item","name":"copper-cable","amount":1}]
agricultural-tower-recycling|0.625|recycling|other|other|[{"type":"item","name":"agricultural-tower","amount":1}]|[{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"spoilage","amount":5},{"type":"item","name":"landfill","amount":0}]
arithmetic-combinator-recycling|0.0625|recycling|other|other|[{"type":"item","name":"arithmetic-combinator","amount":1}]|[{"type":"item","name":"copper-cable","amount":1},{"type":"item","name":"electronic-circuit","amount":1}]
artificial-jellynut-soil-recycling|0.125|recycling|other|other|[{"type":"item","name":"artificial-jellynut-soil","amount":1}]|[{"type":"item","name":"jellynut-seed","amount":0},{"type":"item","name":"nutrients","amount":1},{"type":"item","name":"landfill","amount":0}]
artificial-yumako-soil-recycling|0.125|recycling|other|other|[{"type":"item","name":"artificial-yumako-soil","amount":1}]|[{"type":"item","name":"yumako-seed","amount":0},{"type":"item","name":"nutrients","amount":1},{"type":"item","name":"landfill","amount":0}]
artillery-shell-recycling|0.9375|recycling|other|other|[{"type":"item","name":"artillery-shell","amount":1}]|[{"type":"item","name":"radar","amount":0},{"type":"item","name":"calcite","amount":0},{"type":"item","name":"tungsten-plate","amount":1},{"type":"item","name":"explosives","amount":2}]
artillery-turret-recycling|2.5|recycling|other|other|[{"type":"item","name":"artillery-turret","amount":1}]|[{"type":"item","name":"tungsten-plate","amount":15},{"type":"item","name":"refined-concrete","amount":15},{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"processing-unit","amount":2}]
artillery-wagon-recycling|0.25|recycling|other|other|[{"type":"item","name":"artillery-wagon","amount":1}]|[{"type":"item","name":"engine-unit","amount":15},{"type":"item","name":"tungsten-plate","amount":15},{"type":"item","name":"refined-concrete","amount":15},{"type":"item","name":"iron-gear-wheel","amount":10},{"type":"item","name":"processing-unit","amount":2}]
assembling-machine-1-recycling|0.0625|recycling|other|other|[{"type":"item","name":"assembling-machine-1","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"iron-plate","amount":2}]
assembling-machine-2-recycling|0.0625|recycling|other|other|[{"type":"item","name":"assembling-machine-2","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"iron-gear-wheel","amount":1},{"type":"item","name":"assembling-machine-1","amount":0}]
assembling-machine-3-recycling|0.0625|recycling|other|other|[{"type":"item","name":"assembling-machine-3","amount":1}]|[{"type":"item","name":"assembling-machine-2","amount":0},{"type":"item","name":"speed-module","amount":1}]
asteroid-collector-recycling|0.625|recycling|other|other|[{"type":"item","name":"asteroid-collector","amount":1}]|[{"type":"item","name":"low-density-structure","amount":5},{"type":"item","name":"electric-engine-unit","amount":2},{"type":"item","name":"processing-unit","amount":1}]
atomic-bomb-recycling|3.125|recycling|other|other|[{"type":"item","name":"atomic-bomb","amount":1}]|[{"type":"item","name":"processing-unit","amount":2},{"type":"item","name":"explosives","amount":2},{"type":"item","name":"uranium-235","amount":25}]
battery-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"battery-equipment","amount":1}]|[{"type":"item","name":"battery","amount":1},{"type":"item","name":"steel-plate","amount":2}]
battery-mk2-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"battery-mk2-equipment","amount":1}]|[{"type":"item","name":"battery-equipment","amount":2},{"type":"item","name":"processing-unit","amount":3},{"type":"item","name":"low-density-structure","amount":1}]
battery-mk3-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"battery-mk3-equipment","amount":1}]|[{"type":"item","name":"battery-mk2-equipment","amount":1},{"type":"item","name":"supercapacitor","amount":2}]
battery-recycling|0.25|recycling|other|other|[{"type":"item","name":"battery","amount":1}]|[{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"copper-plate","amount":0}]
beacon-recycling|0.9375|recycling|other|other|[{"type":"item","name":"beacon","amount":1}]|[{"type":"item","name":"electronic-circuit","amount":5},{"type":"item","name":"advanced-circuit","amount":5},{"type":"item","name":"steel-plate","amount":2},{"type":"item","name":"copper-cable","amount":2}]
belt-immunity-equipment-recycling|0.625|recycling|other|other|[{"type":"item","name":"belt-immunity-equipment","amount":1}]|[{"type":"item","name":"advanced-circuit","amount":1},{"type":"item","name":"steel-plate","amount":2}]
big-electric-pole-recycling|0.0625|recycling|other|other|[{"type":"item","name":"big-electric-pole","amount":1}]|[{"type":"item","name":"iron-stick","amount":2},{"type":"item","name":"steel-plate","amount":1},{"type":"item","name":"copper-cable","amount":1}]
big-mining-drill-recycling|1.875|recycling|other|other|[{"type":"item","name":"big-mining-drill","amount":1}]|[{"type":"item","name":"electric-mining-drill","amount":0},{"type":"item","name":"tungsten-carbide","amount":5},{"type":"item","name":"electric-engine-unit","amount":2},{"type":"item","name":"advanced-circuit","amount":2}]
biochamber-recycling|1.25|recycling|other|other|[{"type":"item","name":"biochamber","amount":1}]|[{"type":"item","name":"nutrients","amount":1},{"type":"item","name":"pentapod-egg","amount":0},{"type":"item","name":"iron-plate","amount":5},{"type":"item","name":"electronic-circuit","amount":1},{"type":"item","name":"landfill","amount":0}]
boiler-recycling|0.0625|recycling|other|other|[{"type":"item","name":"boiler","amount":1}]|[{"type":"item","name":"stone-furnace","amount":0},{"type":"item","name":"pipe","amount":1}]
buffer-chest-recycling|0.0625|recycling|other|other|[{"type":"item","name":"buffer-chest","amount":1}]|[{"type":"item","name":"steel-chest","amount":0},{"type":"item","name":"electronic-circuit","amount":0},{"type":"item","name":"advanced-circuit","amount":0}]
bulk-inserter-recycling|0.0625|recycling|other|other|[{"type":"item","name":"bulk-inserter","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":3},{"type":"item","name":"electronic-circuit","amount":3},{"type":"item","name":"advanced-circuit","amount":0},{"type":"item","name":"fast-inserter","amount":0}]
burner-inserter-recycling|0.0625|recycling|other|other|[{"type":"item","name":"burner-inserter","amount":1}]|[{"type":"item","name":"iron-plate","amount":0},{"type":"item","name":"iron-gear-wheel","amount":0}]
burner-mining-drill-recycling|0.125|recycling|other|other|[{"type":"item","name":"burner-mining-drill","amount":1}]|[{"type":"item","name":"iron-gear-wheel","amount":0},{"type":"item","name":"stone-furnace","amount":0},{"type":"item","name":"iron-plate","amount":0}]
cannon-shell-recycling|0.5|recycling|other|other|[{"type":"item","name":"cannon-shell","amount":1}]|[{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"plastic-bar","amount":0},{"type":"item","name":"explosives","amount":0}]
capture-robot-rocket-recycling|0.625|recycling|other|other|[{"type":"item","name":"capture-robot-rocket","amount":1}]|[{"type":"item","name":"flying-robot-frame","amount":0},{"type":"item","name":"steel-plate","amount":0},{"type":"item","name":"bioflux","amount":5},{"type":"item","name":"processing-unit","amount":0}]
car-recycling|0.125|recycling|other|other|[{"type":"item","name":"car","amount":1}]|[{"type":"item","name":"engine-unit","amount":2},{"type":"item","name":"iron-plate","amount":5},{"type":"item","name":"steel-plate","amount":1}]
